complaint_id,typology_id,typology_name,amount_inr,victim_state,victim_district,incident_timestamp,complaint_timestamp,available_timestamp
CMP_202632452,TYP_01,OTP / KYC Fraud,10410.29,Delhi,South Delhi,2025-01-16T21:20:00,2025-01-16T23:20:00,2025-01-17 00:10:00
CMP_202619163,TYP_04,Investment / Crypto Scam,213867.95,Bihar,District-74,2025-01-16T14:10:00,2025-01-17T00:10:00,2025-01-17 00:23:00
CMP_202625417,TYP_03,Part-Time Job Scam,54418.08,Gujarat,District-65,2025-01-16T22:15:00,2025-01-17T00:15:00,2025-01-17 00:24:00
CMP_202607610,TYP_06,Marketplace / OLX Fraud,54540.95,Tamil Nadu,District-22,2025-01-15T18:40:00,2025-01-16T23:40:00,2025-01-17 00:24:00
CMP_202608936,TYP_04,Investment / Crypto Scam,573754.85,Punjab,District-51,2025-01-16T18:26:00,2025-01-17T00:26:00,2025-01-17 00:38:00
CMP_202627112,TYP_06,Marketplace / OLX Fraud,40109.29,Bihar,District-58,2025-01-16T08:25:00,2025-01-17T00:25:00,2025-01-17 00:43:00
CMP_202630194,TYP_01,OTP / KYC Fraud,6512.66,Haryana,Mewat,2025-01-16T06:26:00,2025-01-17T00:26:00,2025-01-17 00:56:00
CMP_202611514,TYP_06,Marketplace / OLX Fraud,19891.91,Punjab,Amritsar,2025-01-16T11:06:00,2025-01-17T00:06:00,2025-01-17 00:59:00
CMP_202631259,TYP_06,Marketplace / OLX Fraud,3022.48,Uttar Pradesh,Mathura,2025-01-16T21:57:00,2025-01-17T00:57:00,2025-01-17 01:05:00
CMP_202608070,TYP_04,Investment / Crypto Scam,2766823.54,Chhattisgarh,District-46,2025-01-16T14:51:00,2025-01-17T00:51:00,2025-01-17 01:19:00
CMP_202603523,TYP_04,Investment / Crypto Scam,1100309.05,Punjab,District-31,2025-01-16T18:28:00,2025-01-17T00:28:00,2025-01-17 01:28:00
CMP_202617806,TYP_03,Part-Time Job Scam,26571.0,Telangana,Hyderabad,2025-01-16T20:49:00,2025-01-17T00:49:00,2025-01-17 01:32:00
CMP_202616019,TYP_03,Part-Time Job Scam,57503.04,Andhra Pradesh,District-59,2025-01-16T18:09:00,2025-01-17T01:09:00,2025-01-17 01:35:00
CMP_202610014,TYP_02,Fake Loan App,2884.47,Gujarat,District-68,2025-01-16T16:46:00,2025-01-17T00:46:00,2025-01-17 01:41:00
CMP_202602245,TYP_05,Sextortion,44062.84,Rajasthan,Alwar,2025-01-16T15:44:00,2025-01-17T01:44:00,2025-01-17 01:57:00
CMP_202634561,TYP_05,Sextortion,46913.68,Karnataka,District-39,2025-01-16T14:05:00,2025-01-17T01:05:00,2025-01-17 01:58:00
CMP_202600880,TYP_02,Fake Loan App,35380.54,Kerala,District-60,2025-01-14T17:40:00,2025-01-17T01:40:00,2025-01-17 01:59:00
CMP_202635943,TYP_02,Fake Loan App,31156.94,Jharkhand,District-63,2025-01-16T12:39:00,2025-01-17T01:39:00,2025-01-17 02:02:00
CMP_202612411,TYP_03,Part-Time Job Scam,105243.12,Uttar Pradesh,District-23,2025-01-15T21:01:00,2025-01-17T02:01:00,2025-01-17 02:22:00
CMP_202626599,TYP_04,Investment / Crypto Scam,382843.52,Karnataka,District-39,2025-01-16T11:06:00,2025-01-17T02:06:00,2025-01-17 02:27:00
CMP_202610934,TYP_01,OTP / KYC Fraud,41388.05,West Bengal,Kolkata,2025-01-16T15:59:00,2025-01-17T01:59:00,2025-01-17 02:30:00
CMP_202636197,TYP_06,Marketplace / OLX Fraud,9505.86,Punjab,District-69,2025-01-16T15:05:00,2025-01-17T02:05:00,2025-01-17 02:32:00
CMP_202618162,TYP_01,OTP / KYC Fraud,54480.03,Karnataka,District-36,2025-01-16T16:56:00,2025-01-17T01:56:00,2025-01-17 02:41:00
CMP_202622961,TYP_01,OTP / KYC Fraud,23464.08,Rajasthan,District-21,2025-01-16T15:42:00,2025-01-17T02:42:00,2025-01-17 02:50:00
CMP_202601085,TYP_02,Fake Loan App,4755.14,Maharashtra,Pune,2025-01-16T16:56:00,2025-01-17T01:56:00,2025-01-17 02:51:00
CMP_202606967,TYP_04,Investment / Crypto Scam,262126.15,Rajasthan,Bharatpur,2025-01-16T20:17:00,2025-01-17T02:17:00,2025-01-17 02:59:00
CMP_202604851,TYP_03,Part-Time Job Scam,50748.73,Madhya Pradesh,District-38,2025-01-16T15:38:00,2025-01-17T02:38:00,2025-01-17 03:00:00
CMP_202613506,TYP_02,Fake Loan App,7944.61,Andhra Pradesh,District-72,2025-01-16T17:23:00,2025-01-17T02:23:00,2025-01-17 03:01:00
CMP_202603368,TYP_06,Marketplace / OLX Fraud,10148.6,West Bengal,District-66,2025-01-15T11:48:00,2025-01-17T02:48:00,2025-01-17 03:02:00
CMP_202604246,TYP_06,Marketplace / OLX Fraud,8030.22,Delhi,South Delhi,2025-01-16T13:17:00,2025-01-17T02:17:00,2025-01-17 03:04:00
CMP_202637454,TYP_04,Investment / Crypto Scam,1011837.6,Punjab,District-69,2025-01-16T10:45:00,2025-01-17T02:45:00,2025-01-17 03:14:00
CMP_202638434,TYP_05,Sextortion,16377.9,Jharkhand,Jamtara,2025-01-16T21:13:00,2025-01-17T03:13:00,2025-01-17 03:23:00
CMP_202614632,TYP_06,Marketplace / OLX Fraud,9262.36,Karnataka,District-26,2025-01-16T11:26:00,2025-01-17T03:26:00,2025-01-17 04:01:00
CMP_202612214,TYP_01,OTP / KYC Fraud,41404.59,Gujarat,District-52,2025-01-16T16:08:00,2025-01-17T03:08:00,2025-01-17 04:03:00
CMP_202623507,TYP_02,Fake Loan App,103336.47,Jharkhand,District-30,2025-01-15T14:48:00,2025-01-17T03:48:00,2025-01-17 04:13:00
CMP_202608377,TYP_01,OTP / KYC Fraud,3542.76,Andhra Pradesh,District-25,2025-01-16T18:37:00,2025-01-17T03:37:00,2025-01-17 04:18:00
CMP_202632479,TYP_05,Sextortion,47240.47,Punjab,District-51,2025-01-16T13:18:00,2025-01-17T04:18:00,2025-01-17 04:27:00
CMP_202609279,TYP_06,Marketplace / OLX Fraud,56141.23,Maharashtra,Pune,2025-01-16T22:30:00,2025-01-17T03:30:00,2025-01-17 04:30:00
CMP_202616559,TYP_06,Marketplace / OLX Fraud,13520.47,Rajasthan,District-21,2025-01-16T18:07:00,2025-01-17T04:07:00,2025-01-17 04:35:00
CMP_202604110,TYP_01,OTP / KYC Fraud,30500.36,Karnataka,District-39,2025-01-16T19:37:00,2025-01-17T04:37:00,2025-01-17 04:48:00
CMP_202636399,TYP_06,Marketplace / OLX Fraud,11346.4,Punjab,District-69,2025-01-03T07:39:00,2025-01-17T04:39:00,2025-01-17 04:54:00
CMP_202610350,TYP_02,Fake Loan App,22496.33,Bihar,District-58,2025-01-16T10:41:00,2025-01-17T04:41:00,2025-01-17 04:56:00
CMP_202602174,TYP_04,Investment / Crypto Scam,677532.34,Chhattisgarh,District-70,2025-01-16T17:48:00,2025-01-17T04:48:00,2025-01-17 05:09:00
CMP_202613627,TYP_02,Fake Loan App,16519.13,Punjab,District-62,2025-01-16T16:56:00,2025-01-17T04:56:00,2025-01-17 05:13:00
CMP_202632755,TYP_01,OTP / KYC Fraud,37031.53,Maharashtra,Pune,2025-01-16T14:00:00,2025-01-17T05:00:00,2025-01-17 05:13:00
CMP_202623068,TYP_04,Investment / Crypto Scam,501394.85,Gujarat,Ahmedabad,2025-01-13T12:30:00,2025-01-17T04:30:00,2025-01-17 05:18:00
CMP_202619711,TYP_06,Marketplace / OLX Fraud,7893.64,Rajasthan,District-64,2025-01-16T15:21:00,2025-01-17T05:21:00,2025-01-17 05:33:00
CMP_202613288,TYP_05,Sextortion,5056.74,Bihar,District-74,2025-01-16T17:56:00,2025-01-17T05:56:00,2025-01-17 06:14:00
CMP_202602531,TYP_04,Investment / Crypto Scam,510942.24,Maharashtra,Mumbai,2025-01-16T19:31:00,2025-01-17T05:31:00,2025-01-17 06:21:00
CMP_202615356,TYP_03,Part-Time Job Scam,45594.17,Jharkhand,District-30,2025-01-16T09:50:00,2025-01-17T05:50:00,2025-01-17 06:24:00
CMP_202603731,TYP_02,Fake Loan App,18651.44,Uttar Pradesh,Gorakhpur,2025-01-15T10:22:00,2025-01-17T06:22:00,2025-01-17 06:35:00
CMP_202626274,TYP_04,Investment / Crypto Scam,103505.71,Chhattisgarh,District-70,2025-01-17T05:30:00,2025-01-17T06:30:00,2025-01-17 06:37:00
CMP_202614898,TYP_02,Fake Loan App,13576.8,Karnataka,District-40,2025-01-16T15:44:00,2025-01-17T05:44:00,2025-01-17 06:42:00
CMP_202632593,TYP_02,Fake Loan App,13521.07,Andhra Pradesh,District-71,2025-01-15T11:00:00,2025-01-17T07:00:00,2025-01-17 07:09:00
CMP_202602932,TYP_01,OTP / KYC Fraud,10110.77,Telangana,District-54,2025-01-16T18:30:00,2025-01-17T06:30:00,2025-01-17 07:10:00
CMP_202614793,TYP_04,Investment / Crypto Scam,99514.28,Andhra Pradesh,District-25,2025-01-16T15:36:00,2025-01-17T06:36:00,2025-01-17 07:23:00
CMP_202622054,TYP_04,Investment / Crypto Scam,420441.13,Gujarat,Ahmedabad,2025-01-16T08:36:00,2025-01-17T06:36:00,2025-01-17 07:25:00
CMP_202636905,TYP_06,Marketplace / OLX Fraud,10635.34,Andhra Pradesh,District-25,2025-01-11T13:50:00,2025-01-17T06:50:00,2025-01-17 07:29:00
CMP_202618136,TYP_06,Marketplace / OLX Fraud,13693.55,Gujarat,District-52,2025-01-17T06:28:00,2025-01-17T07:28:00,2025-01-17 07:52:00
CMP_202626195,TYP_02,Fake Loan App,28180.99,Jharkhand,Deoghar,2025-01-17T06:15:00,2025-01-17T07:15:00,2025-01-17 07:59:00
CMP_202635296,TYP_01,OTP / KYC Fraud,17003.94,Uttar Pradesh,Mathura,2025-01-16T15:51:00,2025-01-17T07:51:00,2025-01-17 08:04:00
CMP_202625399,TYP_04,Investment / Crypto Scam,5000000.0,Chhattisgarh,District-46,2025-01-16T08:48:00,2025-01-17T07:48:00,2025-01-17 08:05:00
CMP_202614330,TYP_05,Sextortion,50670.04,Tamil Nadu,District-49,2025-01-16T18:10:00,2025-01-17T07:10:00,2025-01-17 08:08:00
CMP_202619725,TYP_06,Marketplace / OLX Fraud,153773.97,Haryana,Mewat,2025-01-16T21:42:00,2025-01-17T07:42:00,2025-01-17 08:19:00
CMP_202621173,TYP_03,Part-Time Job Scam,88546.43,Jharkhand,District-50,2025-01-16T15:41:00,2025-01-17T07:41:00,2025-01-17 08:22:00
CMP_202619580,TYP_02,Fake Loan App,11737.74,Rajasthan,District-21,2025-01-17T01:38:00,2025-01-17T07:38:00,2025-01-17 08:25:00
CMP_202635785,TYP_06,Marketplace / OLX Fraud,26304.3,Andhra Pradesh,District-59,2025-01-14T13:23:00,2025-01-17T08:23:00,2025-01-17 08:29:00
CMP_202628722,TYP_06,Marketplace / OLX Fraud,10644.58,Gujarat,District-75,2025-01-14T21:12:00,2025-01-17T08:12:00,2025-01-17 08:31:00
CMP_202625851,TYP_03,Part-Time Job Scam,126496.88,Karnataka,District-39,2025-01-16T17:15:00,2025-01-17T08:15:00,2025-01-17 08:34:00
CMP_202619720,TYP_04,Investment / Crypto Scam,729871.88,Uttar Pradesh,District-27,2025-01-16T10:04:00,2025-01-17T08:04:00,2025-01-17 08:45:00
CMP_202608533,TYP_01,OTP / KYC Fraud,17858.25,Punjab,District-69,2025-01-16T03:11:00,2025-01-17T08:11:00,2025-01-17 08:48:00
CMP_202604920,TYP_04,Investment / Crypto Scam,500594.52,Gujarat,District-68,2025-01-16T12:16:00,2025-01-17T08:16:00,2025-01-17 08:53:00
CMP_202613628,TYP_02,Fake Loan App,12896.66,Bihar,Purnia,2025-01-15T19:52:00,2025-01-17T08:52:00,2025-01-17 08:59:00
CMP_202609428,TYP_02,Fake Loan App,13720.26,Assam,District-33,2025-01-16T15:31:00,2025-01-17T08:31:00,2025-01-17 09:09:00
CMP_202615265,TYP_03,Part-Time Job Scam,64590.46,Rajasthan,District-47,2025-01-16T18:29:00,2025-01-17T08:29:00,2025-01-17 09:10:00
CMP_202635977,TYP_06,Marketplace / OLX Fraud,5193.85,Karnataka,District-56,2025-01-16T19:52:00,2025-01-17T08:52:00,2025-01-17 09:25:00
CMP_202639782,TYP_06,Marketplace / OLX Fraud,9971.26,Karnataka,District-40,2025-01-16T14:32:00,2025-01-17T08:32:00,2025-01-17 09:26:00
CMP_202605867,TYP_03,Part-Time Job Scam,132097.96,Karnataka,District-36,2025-01-16T07:42:00,2025-01-17T08:42:00,2025-01-17 09:30:00
CMP_202610857,TYP_05,Sextortion,88360.69,West Bengal,Siliguri,2025-01-17T05:30:00,2025-01-17T09:30:00,2025-01-17 09:36:00
CMP_202622284,TYP_06,Marketplace / OLX Fraud,4765.53,Andhra Pradesh,District-25,2025-01-17T06:28:00,2025-01-17T09:28:00,2025-01-17 09:39:00
CMP_202631445,TYP_03,Part-Time Job Scam,51459.66,Uttar Pradesh,District-23,2025-01-15T13:04:00,2025-01-17T09:04:00,2025-01-17 09:47:00
CMP_202629023,TYP_06,Marketplace / OLX Fraud,17010.44,Jharkhand,District-63,2025-01-17T05:55:00,2025-01-17T08:55:00,2025-01-17 09:52:00
CMP_202627286,TYP_06,Marketplace / OLX Fraud,112743.85,Gujarat,District-52,2025-01-17T08:38:00,2025-01-17T09:38:00,2025-01-17 10:06:00
CMP_202614767,TYP_03,Part-Time Job Scam,188464.04,Bihar,District-41,2025-01-17T08:34:00,2025-01-17T09:34:00,2025-01-17 10:12:00
CMP_202614993,TYP_06,Marketplace / OLX Fraud,3170.46,Rajasthan,Alwar,2025-01-16T16:46:00,2025-01-17T09:46:00,2025-01-17 10:17:00
CMP_202604196,TYP_06,Marketplace / OLX Fraud,7970.01,Uttar Pradesh,Mathura,2025-01-17T06:40:00,2025-01-17T09:40:00,2025-01-17 10:20:00
CMP_202609254,TYP_01,OTP / KYC Fraud,17309.6,Jharkhand,District-50,2025-01-16T08:24:00,2025-01-17T09:24:00,2025-01-17 10:22:00
CMP_202624296,TYP_04,Investment / Crypto Scam,297794.39,Maharashtra,District-44,2025-01-17T08:12:00,2025-01-17T10:12:00,2025-01-17 10:25:00
CMP_202622171,TYP_03,Part-Time Job Scam,57243.97,Jharkhand,District-50,2025-01-14T07:12:00,2025-01-17T10:12:00,2025-01-17 10:29:00
CMP_202620688,TYP_04,Investment / Crypto Scam,145367.55,Bihar,District-58,2025-01-16T10:06:00,2025-01-17T10:06:00,2025-01-17 10:31:00
CMP_202623652,TYP_04,Investment / Crypto Scam,435501.37,Tamil Nadu,District-49,2025-01-16T15:58:00,2025-01-17T09:58:00,2025-01-17 10:43:00
CMP_202610740,TYP_02,Fake Loan App,38727.32,West Bengal,District-43,2025-01-16T21:06:00,2025-01-17T10:06:00,2025-01-17 10:46:00
CMP_202614003,TYP_06,Marketplace / OLX Fraud,3878.82,Jharkhand,Deoghar,2025-01-16T08:30:00,2025-01-17T10:30:00,2025-01-17 10:55:00
CMP_202622488,TYP_06,Marketplace / OLX Fraud,10001.66,Andhra Pradesh,District-73,2025-01-17T09:29:00,2025-01-17T10:29:00,2025-01-17 10:57:00
CMP_202600619,TYP_05,Sextortion,130505.3,Karnataka,District-39,2025-01-17T09:54:00,2025-01-17T10:54:00,2025-01-17 11:16:00
CMP_202619776,TYP_02,Fake Loan App,24892.46,Uttar Pradesh,District-23,2025-01-17T09:35:00,2025-01-17T10:35:00,2025-01-17 11:25:00
CMP_202600967,TYP_03,Part-Time Job Scam,73584.93,Assam,District-32,2025-01-17T06:23:00,2025-01-17T11:23:00,2025-01-17 11:31:00
CMP_202613707,TYP_04,Investment / Crypto Scam,718222.74,West Bengal,Siliguri,2025-01-17T10:03:00,2025-01-17T11:03:00,2025-01-17 11:35:00
CMP_202635150,TYP_06,Marketplace / OLX Fraud,9625.21,Odisha,District-61,2025-01-16T19:48:00,2025-01-17T10:48:00,2025-01-17 11:41:00
CMP_202615182,TYP_02,Fake Loan App,11488.42,Gujarat,District-68,2025-01-15T09:49:00,2025-01-17T11:49:00,2025-01-17 11:56:00
CMP_202602620,TYP_04,Investment / Crypto Scam,430948.34,Karnataka,Bengaluru Urban,2025-01-17T10:57:00,2025-01-17T11:57:00,2025-01-17 12:07:00
CMP_202604856,TYP_02,Fake Loan App,6772.02,Jharkhand,District-42,2025-01-17T10:02:00,2025-01-17T12:02:00,2025-01-17 12:10:00
CMP_202604392,TYP_04,Investment / Crypto Scam,408787.94,Telangana,District-54,2025-01-16T15:17:00,2025-01-17T11:17:00,2025-01-17 12:11:00
CMP_202626659,TYP_05,Sextortion,31805.83,West Bengal,Siliguri,2025-01-17T08:55:00,2025-01-17T11:55:00,2025-01-17 12:17:00
CMP_202606795,TYP_05,Sextortion,29534.22,Rajasthan,District-47,2025-01-17T09:11:00,2025-01-17T12:11:00,2025-01-17 12:29:00
CMP_202615273,TYP_04,Investment / Crypto Scam,519612.4,Odisha,District-28,2025-01-17T07:45:00,2025-01-17T11:45:00,2025-01-17 12:29:00
CMP_202612361,TYP_02,Fake Loan App,6439.13,Gujarat,District-68,2025-01-17T05:36:00,2025-01-17T12:36:00,2025-01-17 12:45:00
CMP_202604271,TYP_03,Part-Time Job Scam,28309.8,Tamil Nadu,District-22,2025-01-17T06:55:00,2025-01-17T11:55:00,2025-01-17 12:51:00
CMP_202635495,TYP_01,OTP / KYC Fraud,48284.07,Uttar Pradesh,Gorakhpur,2025-01-17T11:32:00,2025-01-17T12:32:00,2025-01-17 13:03:00
CMP_202602680,TYP_05,Sextortion,40566.04,Bihar,Purnia,2025-01-17T10:41:00,2025-01-17T12:41:00,2025-01-17 13:03:00
CMP_202621221,TYP_04,Investment / Crypto Scam,386423.33,Bihar,District-45,2025-01-17T10:22:00,2025-01-17T12:22:00,2025-01-17 13:03:00
CMP_202608564,TYP_06,Marketplace / OLX Fraud,32087.0,Jharkhand,District-42,2025-01-16T20:30:00,2025-01-17T12:30:00,2025-01-17 13:07:00
CMP_202636190,TYP_06,Marketplace / OLX Fraud,4854.42,Assam,District-29,2025-01-17T05:45:00,2025-01-17T12:45:00,2025-01-17 13:11:00
CMP_202623101,TYP_02,Fake Loan App,115096.83,Uttar Pradesh,District-27,2025-01-17T10:44:00,2025-01-17T12:44:00,2025-01-17 13:12:00
CMP_202621739,TYP_05,Sextortion,26932.03,Madhya Pradesh,District-37,2025-01-17T11:15:00,2025-01-17T13:15:00,2025-01-17 13:36:00
CMP_202610549,TYP_04,Investment / Crypto Scam,582675.43,Rajasthan,District-21,2025-01-17T10:03:00,2025-01-17T13:03:00,2025-01-17 13:49:00
CMP_202609996,TYP_02,Fake Loan App,2899.88,Bihar,District-74,2025-01-16T11:17:00,2025-01-17T13:17:00,2025-01-17 13:51:00
CMP_202638225,TYP_02,Fake Loan App,9013.56,Punjab,District-35,2025-01-17T12:53:00,2025-01-17T13:53:00,2025-01-17 14:05:00
CMP_202635804,TYP_02,Fake Loan App,4645.83,Delhi,South Delhi,2025-01-17T12:56:00,2025-01-17T13:56:00,2025-01-17 14:10:00
CMP_202603568,TYP_05,Sextortion,53472.5,Uttar Pradesh,Mathura,2025-01-16T17:25:00,2025-01-17T13:25:00,2025-01-17 14:10:00
CMP_202602927,TYP_01,OTP / KYC Fraud,46995.06,Rajasthan,District-47,2025-01-17T11:55:00,2025-01-17T13:55:00,2025-01-17 14:12:00
CMP_202608660,TYP_01,OTP / KYC Fraud,29602.17,Madhya Pradesh,District-37,2025-01-17T11:00:00,2025-01-17T14:00:00,2025-01-17 14:13:00
CMP_202600362,TYP_06,Marketplace / OLX Fraud,1409.3,Tamil Nadu,Chennai,2025-01-17T12:01:00,2025-01-17T14:01:00,2025-01-17 14:23:00
CMP_202615483,TYP_04,Investment / Crypto Scam,417956.2,Jharkhand,Deoghar,2025-01-16T13:47:00,2025-01-17T13:47:00,2025-01-17 14:25:00
CMP_202639316,TYP_06,Marketplace / OLX Fraud,14245.02,Bihar,District-74,2025-01-17T09:12:00,2025-01-17T14:12:00,2025-01-17 14:43:00
CMP_202627086,TYP_02,Fake Loan App,6945.44,Bihar,Purnia,2025-01-16T19:59:00,2025-01-17T13:59:00,2025-01-17 14:45:00
CMP_202634923,TYP_03,Part-Time Job Scam,132691.59,Uttar Pradesh,District-27,2025-01-17T10:14:00,2025-01-17T14:14:00,2025-01-17 14:49:00
CMP_202625536,TYP_06,Marketplace / OLX Fraud,2781.03,Gujarat,District-65,2025-01-16T18:17:00,2025-01-17T14:17:00,2025-01-17 15:07:00
CMP_202604833,TYP_04,Investment / Crypto Scam,256018.63,Delhi,South Delhi,2025-01-17T12:19:00,2025-01-17T14:19:00,2025-01-17 15:17:00
CMP_202628951,TYP_05,Sextortion,31587.14,Gujarat,Ahmedabad,2025-01-17T11:45:00,2025-01-17T14:45:00,2025-01-17 15:17:00
CMP_202631843,TYP_01,OTP / KYC Fraud,27828.62,Maharashtra,Mumbai,2025-01-17T12:03:00,2025-01-17T15:03:00,2025-01-17 15:22:00
CMP_202607806,TYP_06,Marketplace / OLX Fraud,11275.27,Jharkhand,District-30,2025-01-17T14:13:00,2025-01-17T15:13:00,2025-01-17 15:23:00
CMP_202620012,TYP_02,Fake Loan App,4840.32,Assam,District-32,2025-01-16T17:00:00,2025-01-17T15:00:00,2025-01-17 15:23:00
CMP_202635331,TYP_05,Sextortion,30394.52,Punjab,District-62,2025-01-17T13:54:00,2025-01-17T14:54:00,2025-01-17 15:24:00
CMP_202604067,TYP_01,OTP / KYC Fraud,34974.58,Telangana,Hyderabad,2025-01-17T09:11:00,2025-01-17T15:11:00,2025-01-17 15:24:00
CMP_202600900,TYP_06,Marketplace / OLX Fraud,2112.04,Punjab,District-51,2025-01-17T13:17:00,2025-01-17T15:17:00,2025-01-17 15:28:00
CMP_202610835,TYP_04,Investment / Crypto Scam,807440.06,Punjab,District-51,2025-01-17T14:12:00,2025-01-17T15:12:00,2025-01-17 15:30:00
CMP_202602076,TYP_06,Marketplace / OLX Fraud,6243.04,Madhya Pradesh,District-38,2025-01-17T10:34:00,2025-01-17T15:34:00,2025-01-17 15:39:00
CMP_202638642,TYP_03,Part-Time Job Scam,95698.11,Maharashtra,District-44,2025-01-17T10:36:00,2025-01-17T15:36:00,2025-01-17 15:43:00
CMP_202623993,TYP_05,Sextortion,73840.64,Madhya Pradesh,District-37,2025-01-17T10:00:00,2025-01-17T15:00:00,2025-01-17 15:44:00
CMP_202619807,TYP_01,OTP / KYC Fraud,19102.47,Punjab,District-55,2025-01-17T03:18:00,2025-01-17T15:18:00,2025-01-17 15:47:00
CMP_202621952,TYP_05,Sextortion,32718.47,Jharkhand,District-42,2025-01-17T08:26:00,2025-01-17T15:26:00,2025-01-17 15:48:00
CMP_202603862,TYP_04,Investment / Crypto Scam,618252.07,Andhra Pradesh,District-72,2025-01-17T13:29:00,2025-01-17T15:29:00,2025-01-17 15:53:00
CMP_202606411,TYP_02,Fake Loan App,124498.93,Jharkhand,District-42,2025-01-17T11:44:00,2025-01-17T15:44:00,2025-01-17 15:56:00
CMP_202614570,TYP_04,Investment / Crypto Scam,183193.66,Punjab,District-55,2025-01-17T14:24:00,2025-01-17T15:24:00,2025-01-17 16:07:00
CMP_202634148,TYP_04,Investment / Crypto Scam,839411.6,Andhra Pradesh,District-72,2025-01-17T14:38:00,2025-01-17T15:38:00,2025-01-17 16:08:00
CMP_202619409,TYP_04,Investment / Crypto Scam,182511.71,Karnataka,Bengaluru Urban,2025-01-17T13:02:00,2025-01-17T16:02:00,2025-01-17 16:10:00
CMP_202617490,TYP_05,Sextortion,10963.19,Karnataka,District-56,2025-01-16T10:02:00,2025-01-17T16:02:00,2025-01-17 16:11:00
CMP_202610943,TYP_03,Part-Time Job Scam,201279.89,Haryana,Mewat,2025-01-17T13:25:00,2025-01-17T16:25:00,2025-01-17 16:31:00
CMP_202613400,TYP_05,Sextortion,42845.79,West Bengal,Siliguri,2025-01-17T09:02:00,2025-01-17T16:02:00,2025-01-17 16:31:00
CMP_202625244,TYP_05,Sextortion,122161.72,Uttar Pradesh,Gorakhpur,2025-01-17T11:13:00,2025-01-17T16:13:00,2025-01-17 16:31:00
CMP_202604402,TYP_03,Part-Time Job Scam,151081.15,Andhra Pradesh,District-59,2025-01-17T13:13:00,2025-01-17T16:13:00,2025-01-17 16:44:00
CMP_202612626,TYP_02,Fake Loan App,23094.9,Andhra Pradesh,District-25,2025-01-17T05:27:00,2025-01-17T16:27:00,2025-01-17 16:56:00
CMP_202623203,TYP_05,Sextortion,126006.42,Punjab,District-35,2025-01-17T09:55:00,2025-01-17T16:55:00,2025-01-17 17:12:00
CMP_202606248,TYP_02,Fake Loan App,15070.38,Punjab,District-51,2025-01-17T12:35:00,2025-01-17T16:35:00,2025-01-17 17:13:00
CMP_202614289,TYP_04,Investment / Crypto Scam,293419.01,Jharkhand,Deoghar,2025-01-17T11:41:00,2025-01-17T16:41:00,2025-01-17 17:13:00
CMP_202603412,TYP_05,Sextortion,58809.3,Rajasthan,District-47,2025-01-17T13:03:00,2025-01-17T17:03:00,2025-01-17 17:22:00
CMP_202605846,TYP_01,OTP / KYC Fraud,81318.66,Jharkhand,District-30,2025-01-17T11:20:00,2025-01-17T17:20:00,2025-01-17 17:40:00
CMP_202618859,TYP_04,Investment / Crypto Scam,272887.95,Andhra Pradesh,District-59,2025-01-17T12:41:00,2025-01-17T17:41:00,2025-01-17 17:47:00
CMP_202614859,TYP_06,Marketplace / OLX Fraud,9557.18,Andhra Pradesh,District-59,2025-01-17T16:25:00,2025-01-17T17:25:00,2025-01-17 17:49:00
CMP_202620972,TYP_02,Fake Loan App,13440.33,Jharkhand,Deoghar,2025-01-17T12:47:00,2025-01-17T17:47:00,2025-01-17 18:19:00
CMP_202622812,TYP_05,Sextortion,92183.5,Rajasthan,Alwar,2025-01-17T14:26:00,2025-01-17T17:26:00,2025-01-17 18:25:00
CMP_202626965,TYP_04,Investment / Crypto Scam,252052.35,Andhra Pradesh,District-71,2025-01-17T07:06:00,2025-01-17T18:06:00,2025-01-17 18:25:00
CMP_202609678,TYP_06,Marketplace / OLX Fraud,5859.66,Jharkhand,District-42,2025-01-17T15:20:00,2025-01-17T18:20:00,2025-01-17 18:28:00
CMP_202628265,TYP_06,Marketplace / OLX Fraud,8678.59,Telangana,District-54,2025-01-17T16:08:00,2025-01-17T18:08:00,2025-01-17 18:34:00
CMP_202618275,TYP_04,Investment / Crypto Scam,500292.82,Assam,District-32,2025-01-16T09:27:00,2025-01-17T18:27:00,2025-01-17 18:36:00
CMP_202611177,TYP_06,Marketplace / OLX Fraud,21519.98,Jharkhand,District-30,2025-01-17T15:18:00,2025-01-17T18:18:00,2025-01-17 18:38:00
CMP_202618884,TYP_04,Investment / Crypto Scam,1514593.51,Delhi,South Delhi,2025-01-13T19:43:00,2025-01-17T17:43:00,2025-01-17 18:39:00
CMP_202615220,TYP_06,Marketplace / OLX Fraud,29191.73,Gujarat,District-68,2025-01-17T17:36:00,2025-01-17T18:36:00,2025-01-17 18:51:00
CMP_202631142,TYP_05,Sextortion,44003.78,Punjab,District-57,2025-01-16T20:12:00,2025-01-17T18:12:00,2025-01-17 18:58:00
CMP_202604036,TYP_01,OTP / KYC Fraud,8949.38,Tamil Nadu,District-49,2025-01-16T11:20:00,2025-01-17T18:20:00,2025-01-17 19:00:00
CMP_202612449,TYP_01,OTP / KYC Fraud,79212.67,Karnataka,District-39,2025-01-17T15:18:00,2025-01-17T18:18:00,2025-01-17 19:07:00
CMP_202617458,TYP_01,OTP / KYC Fraud,12364.09,West Bengal,Siliguri,2025-01-17T10:29:00,2025-01-17T18:29:00,2025-01-17 19:15:00
