hop_id,complaint_id,hop_sequence,from_account,to_account,amount_transferred,bank_channel,event_timestamp,available_timestamp
HOP_CMP_202612789_3,CMP_202612789,3,ACC_018318,ACC_000831,23364.09,UPI,2025-01-06T19:16:00,2025-01-06T19:53:00
HOP_CMP_202612789_4,CMP_202612789,4,ACC_000831,ACC_018609,23364.09,UPI,2025-01-06T19:17:00,2025-01-06T19:52:00
HOP_CMP_202612793_1,CMP_202612793,1,ACC_037002,ACC_002299,10472.4,NEFT,2025-05-03T13:23:00,2025-05-03T14:21:00
HOP_CMP_202612793_2,CMP_202612793,2,ACC_002299,ACC_002441,8615.23,IMPS,2025-05-03T13:26:00,2025-05-03T13:41:00
HOP_CMP_202612793_3,CMP_202612793,3,ACC_002441,ACC_002307,6063.13,IMPS,2025-05-03T13:41:00,2025-05-03T15:30:00
HOP_CMP_202612793_4,CMP_202612793,4,ACC_002307,ACC_002289,4840.16,UPI,2025-05-03T13:44:00,2025-05-03T15:00:00
HOP_CMP_202612793_5,CMP_202612793,5,ACC_002289,ACC_002289,4840.16,IMPS,2025-05-03T13:49:00,2025-05-03T14:41:00
HOP_CMP_202612795_1,CMP_202612795,1,ACC_037004,ACC_008684,644548.16,IMPS,2025-01-17T13:12:00,2025-01-17T13:37:00
HOP_CMP_202612796_1,CMP_202612796,1,ACC_037005,ACC_009996,31204.3,IMPS,2025-02-27T09:11:00,2025-02-27T10:46:00
HOP_CMP_202612796_2,CMP_202612796,2,ACC_009996,ACC_008490,31204.3,UPI,2025-02-27T09:13:00,2025-02-27T10:11:00
HOP_CMP_202612797_1,CMP_202612797,1,ACC_037006,ACC_007804,26726.56,UPI,2025-01-10T17:52:00,2025-01-10T19:42:00
HOP_CMP_202612797_2,CMP_202612797,2,ACC_007804,ACC_007798,19649.0,UPI,2025-01-10T17:59:00,2025-01-10T19:39:00
HOP_CMP_202612797_3,CMP_202612797,3,ACC_007798,ACC_007924,13133.5,NEFT,2025-01-10T18:02:00,2025-01-10T18:58:00
HOP_CMP_202612797_4,CMP_202612797,4,ACC_007924,ACC_007799,13133.5,NEFT,2025-01-10T18:06:00,2025-01-10T19:22:00
HOP_CMP_202612799_1,CMP_202612799,1,ACC_037008,ACC_004548,28678.77,IMPS,2025-03-12T17:03:00,2025-03-12T18:37:00
HOP_CMP_202612799_2,CMP_202612799,2,ACC_004548,ACC_004545,17912.96,NEFT,2025-03-12T17:08:00,2025-03-12T18:12:00
HOP_CMP_202612799_3,CMP_202612799,3,ACC_004545,ACC_004598,14470.97,NEFT,2025-03-12T17:13:00,2025-03-12T17:49:00
HOP_CMP_202612799_4,CMP_202612799,4,ACC_004598,ACC_002801,13161.39,UPI,2025-03-12T17:20:00,2025-03-12T18:32:00
HOP_CMP_202612799_5,CMP_202612799,5,ACC_002801,ACC_004545,13161.39,UPI,2025-03-12T17:25:00,2025-03-12T18:32:00
HOP_CMP_202612800_1,CMP_202612800,1,ACC_037009,ACC_005644,121414.23,UPI,2025-04-11T21:36:00,2025-04-11T23:05:00
HOP_CMP_202612802_1,CMP_202612802,1,ACC_037011,ACC_000067,60801.96,NEFT,2025-04-19T10:39:00,2025-04-19T12:02:00
HOP_CMP_202612802_2,CMP_202612802,2,ACC_000067,ACC_000080,45393.82,NEFT,2025-04-19T10:40:00,2025-04-19T12:25:00
HOP_CMP_202612802_3,CMP_202612802,3,ACC_000080,ACC_000060,34445.32,IMPS,2025-04-19T10:47:00,2025-04-19T12:22:00
HOP_CMP_202612802_4,CMP_202612802,4,ACC_000060,ACC_000061,27781.93,NEFT,2025-04-19T11:23:00,2025-04-19T11:52:00
HOP_CMP_202612802_5,CMP_202612802,5,ACC_000061,ACC_000067,20423.08,UPI,2025-04-19T11:28:00,2025-04-19T12:21:00
HOP_CMP_202612802_6,CMP_202612802,6,ACC_000067,ACC_000060,12375.85,UPI,2025-04-19T11:48:00,2025-04-19T13:37:00
HOP_CMP_202612802_7,CMP_202612802,7,ACC_000060,ACC_000060,12375.85,NEFT,2025-04-19T11:49:00,2025-04-19T12:46:00
HOP_CMP_202612803_1,CMP_202612803,1,ACC_037012,ACC_005008,6621.08,IMPS,2025-04-01T12:37:00,2025-04-01T13:49:00
HOP_CMP_202612803_2,CMP_202612803,2,ACC_005008,ACC_005043,5304.46,IMPS,2025-04-01T12:38:00,2025-04-01T13:50:00
HOP_CMP_202612803_3,CMP_202612803,3,ACC_005043,ACC_005007,4128.94,NEFT,2025-04-01T12:45:00,2025-04-01T14:09:00
HOP_CMP_202612803_4,CMP_202612803,4,ACC_005007,ACC_005010,4128.94,NEFT,2025-04-01T12:53:00,2025-04-01T14:47:00
HOP_CMP_202612804_1,CMP_202612804,1,ACC_037013,ACC_006752,32710.9,IMPS,2025-02-03T14:58:00,2025-02-03T16:03:00
HOP_CMP_202612807_1,CMP_202612807,1,ACC_037016,ACC_018704,63975.36,NEFT,2025-03-15T06:18:00,2025-03-15T07:25:00
HOP_CMP_202612808_1,CMP_202612808,1,ACC_037017,ACC_008685,407107.38,NEFT,2025-04-23T15:28:00,2025-04-23T17:21:00
HOP_CMP_202612809_1,CMP_202612809,1,ACC_037018,ACC_001023,11189.37,NEFT,2025-05-04T16:43:00,2025-05-04T17:13:00
HOP_CMP_202612809_2,CMP_202612809,2,ACC_001023,ACC_001024,6572.26,UPI,2025-05-04T16:50:00,2025-05-04T17:28:00
HOP_CMP_202612809_3,CMP_202612809,3,ACC_001024,ACC_001023,5775.42,IMPS,2025-05-04T17:01:00,2025-05-04T18:17:00
HOP_CMP_202612809_4,CMP_202612809,4,ACC_001023,ACC_001024,5775.42,IMPS,2025-05-04T17:02:00,2025-05-04T18:39:00
HOP_CMP_202612810_1,CMP_202612810,1,ACC_037019,ACC_020964,8002.83,NEFT,2025-04-27T12:20:00,2025-04-27T13:15:00
HOP_CMP_202612810_2,CMP_202612810,2,ACC_020964,ACC_020966,8002.83,IMPS,2025-04-27T12:30:00,2025-04-27T12:50:00
HOP_CMP_202612811_1,CMP_202612811,1,ACC_037020,ACC_000283,28371.07,NEFT,2025-03-17T16:46:00,2025-03-17T18:37:00
HOP_CMP_202612812_1,CMP_202612812,1,ACC_037021,ACC_017569,148441.37,IMPS,2025-03-21T17:26:00,2025-03-21T19:18:00
HOP_CMP_202612812_2,CMP_202612812,2,ACC_017569,ACC_017561,148441.37,IMPS,2025-03-21T17:41:00,2025-03-21T18:57:00
HOP_CMP_202612814_1,CMP_202612814,1,ACC_037023,ACC_010732,209173.6,NEFT,2025-01-12T13:42:00,2025-01-12T15:14:00
HOP_CMP_202612814_2,CMP_202612814,2,ACC_010732,ACC_011017,107263.93,IMPS,2025-01-12T13:59:00,2025-01-12T14:35:00
HOP_CMP_202612814_3,CMP_202612814,3,ACC_011017,ACC_010732,107263.93,IMPS,2025-01-12T14:08:00,2025-01-12T14:56:00
HOP_CMP_202612815_1,CMP_202612815,1,ACC_037024,ACC_001868,103224.48,UPI,2025-04-20T09:19:00,2025-04-20T10:44:00
HOP_CMP_202612815_2,CMP_202612815,2,ACC_001868,ACC_002983,96469.54,IMPS,2025-04-20T09:34:00,2025-04-20T10:00:00
HOP_CMP_202612815_3,CMP_202612815,3,ACC_002983,ACC_003040,88870.54,IMPS,2025-04-20T09:37:00,2025-04-20T11:10:00
HOP_CMP_202612815_4,CMP_202612815,4,ACC_003040,ACC_002983,88870.54,IMPS,2025-04-20T10:06:00,2025-04-20T10:59:00
HOP_CMP_202612817_1,CMP_202612817,1,ACC_037026,ACC_014257,6331.37,IMPS,2025-02-23T20:25:00,2025-02-23T21:15:00
HOP_CMP_202612817_2,CMP_202612817,2,ACC_014257,ACC_014272,5946.79,NEFT,2025-02-23T22:16:00,2025-02-24T00:01:00
HOP_CMP_202612817_3,CMP_202612817,3,ACC_014272,ACC_014290,5946.79,UPI,2025-02-23T22:30:00,2025-02-23T23:37:00
HOP_CMP_202612818_1,CMP_202612818,1,ACC_037027,ACC_015865,28631.79,IMPS,2025-01-10T16:02:00,2025-01-10T17:47:00
HOP_CMP_202612818_2,CMP_202612818,2,ACC_015865,ACC_015868,28631.79,NEFT,2025-01-10T16:27:00,2025-01-10T16:52:00
HOP_CMP_202612821_1,CMP_202612821,1,ACC_037030,ACC_016320,2389.85,UPI,2025-03-27T12:09:00,2025-03-27T14:05:00
HOP_CMP_202612821_2,CMP_202612821,2,ACC_016320,ACC_016924,1443.34,UPI,2025-03-27T12:10:00,2025-03-27T12:55:00
HOP_CMP_202612821_3,CMP_202612821,3,ACC_016924,ACC_016811,1054.8,UPI,2025-03-27T12:15:00,2025-03-27T13:27:00
HOP_CMP_202612821_4,CMP_202612821,4,ACC_016811,ACC_016810,709.4,NEFT,2025-03-27T12:19:00,2025-03-27T13:46:00
HOP_CMP_202612821_5,CMP_202612821,5,ACC_016810,ACC_016811,594.05,NEFT,2025-03-27T12:20:00,2025-03-27T13:39:00
HOP_CMP_202612821_6,CMP_202612821,6,ACC_016811,ACC_016810,594.05,NEFT,2025-03-27T12:53:00,2025-03-27T13:59:00
HOP_CMP_202612822_1,CMP_202612822,1,ACC_037031,ACC_012488,445259.93,NEFT,2025-02-14T11:17:00,2025-02-14T12:01:00
HOP_CMP_202612822_2,CMP_202612822,2,ACC_012488,ACC_012507,335215.05,IMPS,2025-02-14T11:32:00,2025-02-14T11:55:00
HOP_CMP_202612822_3,CMP_202612822,3,ACC_012507,ACC_012484,335215.05,NEFT,2025-02-14T11:38:00,2025-02-14T12:00:00
HOP_CMP_202612823_1,CMP_202612823,1,ACC_037032,ACC_017309,215053.09,NEFT,2025-02-05T16:58:00,2025-02-05T18:52:00
HOP_CMP_202612823_2,CMP_202612823,2,ACC_017309,ACC_003854,206945.53,NEFT,2025-02-05T16:59:00,2025-02-05T18:21:00
HOP_CMP_202612823_3,CMP_202612823,3,ACC_003854,ACC_003854,132889.25,NEFT,2025-02-05T17:00:00,2025-02-05T17:46:00
HOP_CMP_202612823_4,CMP_202612823,4,ACC_003854,ACC_003861,125312.27,UPI,2025-02-05T17:01:00,2025-02-05T18:33:00
HOP_CMP_202612823_5,CMP_202612823,5,ACC_003861,ACC_003854,125312.27,IMPS,2025-02-05T17:03:00,2025-02-05T17:30:00
HOP_CMP_202612826_1,CMP_202612826,1,ACC_037035,ACC_019932,2022.47,UPI,2025-03-03T11:20:00,2025-03-03T12:42:00
HOP_CMP_202612826_2,CMP_202612826,2,ACC_019932,ACC_019861,1370.6,UPI,2025-03-03T11:26:00,2025-03-03T12:48:00
HOP_CMP_202612826_3,CMP_202612826,3,ACC_019861,ACC_019939,1184.89,UPI,2025-03-03T11:44:00,2025-03-03T13:21:00
HOP_CMP_202612826_4,CMP_202612826,4,ACC_019939,ACC_019861,1011.86,IMPS,2025-03-03T12:14:00,2025-03-03T12:47:00
HOP_CMP_202612826_5,CMP_202612826,5,ACC_019861,ACC_010877,1011.86,IMPS,2025-03-03T12:15:00,2025-03-03T13:47:00
HOP_CMP_202612829_1,CMP_202612829,1,ACC_037038,ACC_017521,18819.45,NEFT,2025-02-22T19:16:00,2025-02-22T21:07:00
HOP_CMP_202612829_2,CMP_202612829,2,ACC_017521,ACC_017338,16548.67,NEFT,2025-02-22T19:17:00,2025-02-22T20:48:00
HOP_CMP_202612829_3,CMP_202612829,3,ACC_017338,ACC_017344,16548.67,NEFT,2025-02-22T19:45:00,2025-02-22T20:01:00
HOP_CMP_202612831_1,CMP_202612831,1,ACC_037040,ACC_012611,67259.87,NEFT,2025-02-06T15:58:00,2025-02-06T16:13:00
HOP_CMP_202612831_2,CMP_202612831,2,ACC_012611,ACC_012612,55435.69,IMPS,2025-02-06T17:48:00,2025-02-06T19:10:00
HOP_CMP_202612831_3,CMP_202612831,3,ACC_012612,ACC_012612,55435.69,UPI,2025-02-06T18:02:00,2025-02-06T19:03:00
HOP_CMP_202612832_1,CMP_202612832,1,ACC_037041,ACC_023940,123644.18,UPI,2025-03-05T19:06:00,2025-03-05T20:01:00
HOP_CMP_202612834_1,CMP_202612834,1,ACC_037043,ACC_013597,710414.8,NEFT,2025-05-04T16:09:00,2025-05-04T16:39:00
HOP_CMP_202612834_2,CMP_202612834,2,ACC_013597,ACC_013598,527380.32,NEFT,2025-05-04T16:15:00,2025-05-04T17:09:00
HOP_CMP_202612834_3,CMP_202612834,3,ACC_013598,ACC_013602,527380.32,IMPS,2025-05-04T17:16:00,2025-05-04T18:27:00
HOP_CMP_202612837_1,CMP_202612837,1,ACC_037046,ACC_019271,2848.65,UPI,2025-04-02T15:14:00,2025-04-02T16:40:00
HOP_CMP_202612838_1,CMP_202612838,1,ACC_037047,ACC_002445,17322.82,UPI,2025-02-03T10:38:00,2025-02-03T12:18:00
HOP_CMP_202612838_2,CMP_202612838,2,ACC_002445,ACC_002444,17322.82,IMPS,2025-02-03T10:40:00,2025-02-03T11:24:00
HOP_CMP_202612839_1,CMP_202612839,1,ACC_037048,ACC_012487,41933.05,UPI,2025-03-24T16:29:00,2025-03-24T17:09:00
HOP_CMP_202612839_2,CMP_202612839,2,ACC_012487,ACC_012483,36807.27,UPI,2025-03-24T16:31:00,2025-03-24T17:53:00
HOP_CMP_202612839_3,CMP_202612839,3,ACC_012483,ACC_012609,25298.16,NEFT,2025-03-24T16:32:00,2025-03-24T18:31:00
HOP_CMP_202612839_4,CMP_202612839,4,ACC_012609,ACC_012496,15833.65,IMPS,2025-03-24T16:36:00,2025-03-24T17:50:00
HOP_CMP_202612839_5,CMP_202612839,5,ACC_012496,ACC_012483,10825.76,IMPS,2025-03-24T16:43:00,2025-03-24T18:04:00
HOP_CMP_202612839_6,CMP_202612839,6,ACC_012483,ACC_012483,10825.76,NEFT,2025-03-24T16:44:00,2025-03-24T18:03:00
HOP_CMP_202612840_1,CMP_202612840,1,ACC_037049,ACC_000483,20025.18,IMPS,2025-01-27T10:11:00,2025-01-27T10:29:00
HOP_CMP_202612841_1,CMP_202612841,1,ACC_037050,ACC_013468,27103.83,UPI,2025-01-16T18:21:00,2025-01-16T19:09:00
HOP_CMP_202612841_2,CMP_202612841,2,ACC_013468,ACC_013474,27103.83,NEFT,2025-01-16T18:30:00,2025-01-16T20:03:00
HOP_CMP_202612843_1,CMP_202612843,1,ACC_037052,ACC_012481,344286.37,IMPS,2025-01-24T20:44:00,2025-01-24T22:15:00
HOP_CMP_202612843_2,CMP_202612843,2,ACC_012481,ACC_012196,344286.37,UPI,2025-01-24T20:45:00,2025-01-24T22:15:00
HOP_CMP_202612844_1,CMP_202612844,1,ACC_037053,ACC_022361,10767.32,UPI,2025-02-22T15:26:00,2025-02-22T17:03:00
HOP_CMP_202612844_2,CMP_202612844,2,ACC_022361,ACC_022411,10767.32,NEFT,2025-02-22T15:31:00,2025-02-22T16:51:00
HOP_CMP_202612846_1,CMP_202612846,1,ACC_037055,ACC_011717,595830.04,UPI,2025-01-16T09:09:00,2025-01-16T09:56:00
HOP_CMP_202612846_2,CMP_202612846,2,ACC_011717,ACC_011660,467671.5,UPI,2025-01-16T09:10:00,2025-01-16T09:41:00
HOP_CMP_202612846_3,CMP_202612846,3,ACC_011660,ACC_011654,307174.11,NEFT,2025-01-16T09:11:00,2025-01-16T10:51:00
HOP_CMP_202612846_4,CMP_202612846,4,ACC_011654,ACC_011649,307174.11,NEFT,2025-01-16T09:13:00,2025-01-16T10:16:00
HOP_CMP_202612848_1,CMP_202612848,1,ACC_037057,ACC_004120,12711.69,IMPS,2025-04-10T05:47:00,2025-04-10T06:52:00
HOP_CMP_202612848_2,CMP_202612848,2,ACC_004120,ACC_004115,12711.69,UPI,2025-04-10T06:03:00,2025-04-10T06:58:00
HOP_CMP_202612849_1,CMP_202612849,1,ACC_037058,ACC_006798,21433.96,NEFT,2025-01-01T12:22:00,2025-01-01T12:38:00
HOP_CMP_202612850_1,CMP_202612850,1,ACC_037059,ACC_015872,209460.2,IMPS,2025-02-17T19:52:00,2025-02-17T21:01:00
HOP_CMP_202612851_1,CMP_202612851,1,ACC_037060,ACC_012203,2855.58,UPI,2025-04-03T13:54:00,2025-04-03T14:43:00
HOP_CMP_202612851_2,CMP_202612851,2,ACC_012203,ACC_009040,2101.06,NEFT,2025-04-03T14:03:00,2025-04-03T15:56:00
HOP_CMP_202612851_3,CMP_202612851,3,ACC_009040,ACC_012481,2101.06,NEFT,2025-04-03T14:04:00,2025-04-03T14:38:00
HOP_CMP_202612852_1,CMP_202612852,1,ACC_037061,ACC_016108,83864.96,IMPS,2025-05-05T14:27:00,2025-05-05T15:37:00
HOP_CMP_202612852_2,CMP_202612852,2,ACC_016108,ACC_016106,70562.39,UPI,2025-05-05T14:29:00,2025-05-05T16:28:00
HOP_CMP_202612852_3,CMP_202612852,3,ACC_016106,ACC_016388,66603.56,UPI,2025-05-05T14:30:00,2025-05-05T16:07:00
HOP_CMP_202612852_4,CMP_202612852,4,ACC_016388,ACC_016111,66603.56,IMPS,2025-05-05T14:39:00,2025-05-05T15:24:00
HOP_CMP_202612854_1,CMP_202612854,1,ACC_037063,ACC_004603,807614.73,IMPS,2025-03-22T11:10:00,2025-03-22T11:29:00
HOP_CMP_202612854_2,CMP_202612854,2,ACC_004603,ACC_004603,654271.62,IMPS,2025-03-22T11:11:00,2025-03-22T11:44:00
HOP_CMP_202612854_3,CMP_202612854,3,ACC_004603,ACC_004609,654271.62,IMPS,2025-03-22T11:12:00,2025-03-22T12:32:00
HOP_CMP_202612855_1,CMP_202612855,1,ACC_037064,ACC_021399,48886.57,NEFT,2025-04-09T12:42:00,2025-04-09T13:50:00
HOP_CMP_202612857_1,CMP_202612857,1,ACC_037066,ACC_007151,12590.84,NEFT,2025-03-17T13:11:00,2025-03-17T13:28:00
HOP_CMP_202612857_2,CMP_202612857,2,ACC_007151,ACC_007122,11438.0,UPI,2025-03-17T13:12:00,2025-03-17T14:52:00
HOP_CMP_202612857_3,CMP_202612857,3,ACC_007122,ACC_007123,11438.0,UPI,2025-03-17T13:17:00,2025-03-17T14:56:00
HOP_CMP_202612858_1,CMP_202612858,1,ACC_037067,ACC_011097,4467.56,NEFT,2025-02-26T17:07:00,2025-02-26T17:22:00
HOP_CMP_202612858_2,CMP_202612858,2,ACC_011097,ACC_011116,4467.56,IMPS,2025-02-26T17:09:00,2025-02-26T19:03:00
HOP_CMP_202612859_1,CMP_202612859,1,ACC_037068,ACC_008246,144738.07,IMPS,2025-03-28T21:16:00,2025-03-28T22:53:00
HOP_CMP_202612859_2,CMP_202612859,2,ACC_008246,ACC_008252,144738.07,IMPS,2025-03-28T21:18:00,2025-03-28T21:54:00
HOP_CMP_202612861_1,CMP_202612861,1,ACC_037070,ACC_010272,34265.08,IMPS,2025-03-08T16:54:00,2025-03-08T17:49:00
HOP_CMP_202612862_1,CMP_202612862,1,ACC_037071,ACC_002292,11033.31,NEFT,2025-03-22T16:47:00,2025-03-22T18:37:00
HOP_CMP_202612862_2,CMP_202612862,2,ACC_002292,ACC_002291,10265.3,IMPS,2025-03-22T16:53:00,2025-03-22T17:19:00
HOP_CMP_202612862_3,CMP_202612862,3,ACC_002291,ACC_007415,10265.3,IMPS,2025-03-22T16:56:00,2025-03-22T17:20:00
HOP_CMP_202612863_1,CMP_202612863,1,ACC_037072,ACC_022360,21523.89,IMPS,2025-02-22T16:59:00,2025-02-22T17:21:00
HOP_CMP_202612863_2,CMP_202612863,2,ACC_022360,ACC_022361,21523.89,IMPS,2025-02-22T17:03:00,2025-02-22T18:22:00
HOP_CMP_202612866_1,CMP_202612866,1,ACC_037075,ACC_023859,16995.42,UPI,2025-02-01T18:19:00,2025-02-01T18:49:00
HOP_CMP_202612867_1,CMP_202612867,1,ACC_037076,ACC_019487,5618.08,IMPS,2025-03-21T17:17:00,2025-03-21T17:57:00
HOP_CMP_202612867_2,CMP_202612867,2,ACC_019487,ACC_019496,3385.32,UPI,2025-03-21T17:18:00,2025-03-21T18:35:00
HOP_CMP_202612867_3,CMP_202612867,3,ACC_019496,ACC_019493,3385.32,NEFT,2025-03-21T17:23:00,2025-03-21T18:18:00
HOP_CMP_202612871_1,CMP_202612871,1,ACC_037080,ACC_015863,121537.99,NEFT,2025-03-28T02:47:00,2025-03-28T04:37:00
HOP_CMP_202612871_2,CMP_202612871,2,ACC_015863,ACC_015863,81923.97,UPI,2025-03-28T02:48:00,2025-03-28T04:30:00
HOP_CMP_202612871_3,CMP_202612871,3,ACC_015863,ACC_015863,65436.29,NEFT,2025-03-28T02:50:00,2025-03-28T03:50:00
HOP_CMP_202612871_4,CMP_202612871,4,ACC_015863,ACC_015867,60675.44,NEFT,2025-03-28T02:51:00,2025-03-28T03:52:00
HOP_CMP_202612871_5,CMP_202612871,5,ACC_015867,ACC_015863,49199.41,UPI,2025-03-28T02:55:00,2025-03-28T04:04:00
HOP_CMP_202612871_6,CMP_202612871,6,ACC_015863,ACC_015870,49199.41,NEFT,2025-03-28T02:57:00,2025-03-28T04:38:00
HOP_CMP_202612872_1,CMP_202612872,1,ACC_037081,ACC_004888,8734.94,IMPS,2025-02-23T18:19:00,2025-02-23T19:15:00
HOP_CMP_202612872_2,CMP_202612872,2,ACC_004888,ACC_004887,8734.94,UPI,2025-02-23T18:20:00,2025-02-23T19:47:00
HOP_CMP_202612873_1,CMP_202612873,1,ACC_037082,ACC_005631,189911.46,IMPS,2025-03-24T10:48:00,2025-03-24T11:24:00
HOP_CMP_202612873_2,CMP_202612873,2,ACC_005631,ACC_005625,157116.1,IMPS,2025-03-24T10:51:00,2025-03-24T12:37:00
HOP_CMP_202612873_3,CMP_202612873,3,ACC_005625,ACC_005622,157116.1,NEFT,2025-03-24T11:10:00,2025-03-24T11:46:00
HOP_CMP_202612874_1,CMP_202612874,1,ACC_037083,ACC_009432,10280.1,NEFT,2025-03-05T09:56:00,2025-03-05T11:55:00
HOP_CMP_202612874_2,CMP_202612874,2,ACC_009432,ACC_009432,7696.84,IMPS,2025-03-05T10:48:00,2025-03-05T12:41:00
HOP_CMP_202612874_3,CMP_202612874,3,ACC_009432,ACC_009452,6020.98,IMPS,2025-03-05T10:53:00,2025-03-05T12:01:00
HOP_CMP_202612874_4,CMP_202612874,4,ACC_009452,ACC_009433,4135.64,NEFT,2025-03-05T10:56:00,2025-03-05T11:27:00
HOP_CMP_202612874_5,CMP_202612874,5,ACC_009433,ACC_009432,4135.64,IMPS,2025-03-05T10:57:00,2025-03-05T11:19:00
HOP_CMP_202612875_1,CMP_202612875,1,ACC_037084,ACC_015710,416242.13,IMPS,2025-01-24T19:57:00,2025-01-24T21:17:00
HOP_CMP_202612875_2,CMP_202612875,2,ACC_015710,ACC_015861,347661.68,UPI,2025-01-24T20:00:00,2025-01-24T21:42:00
HOP_CMP_202612875_3,CMP_202612875,3,ACC_015861,ACC_015710,232918.36,IMPS,2025-01-24T20:01:00,2025-01-24T21:27:00
HOP_CMP_202612875_4,CMP_202612875,4,ACC_015710,ACC_015731,230753.44,IMPS,2025-01-24T20:02:00,2025-01-24T21:36:00
HOP_CMP_202612875_5,CMP_202612875,5,ACC_015731,ACC_015718,140749.15,NEFT,2025-01-24T20:19:00,2025-01-24T21:18:00
HOP_CMP_202612875_6,CMP_202612875,6,ACC_015718,ACC_015709,140749.15,NEFT,2025-01-24T20:29:00,2025-01-24T21:26:00
HOP_CMP_202612877_1,CMP_202612877,1,ACC_037086,ACC_015739,15938.96,IMPS,2025-04-11T18:12:00,2025-04-11T19:53:00
HOP_CMP_202612877_2,CMP_202612877,2,ACC_015739,ACC_015711,13381.84,UPI,2025-04-11T18:23:00,2025-04-11T18:58:00
HOP_CMP_202612877_3,CMP_202612877,3,ACC_015711,ACC_015722,12415.28,IMPS,2025-04-11T18:29:00,2025-04-11T19:18:00
HOP_CMP_202612877_4,CMP_202612877,4,ACC_015722,ACC_015709,6626.24,IMPS,2025-04-11T18:44:00,2025-04-11T19:37:00
HOP_CMP_202612877_5,CMP_202612877,5,ACC_015709,ACC_015709,6626.24,IMPS,2025-04-11T18:55:00,2025-04-11T20:54:00
HOP_CMP_202612881_1,CMP_202612881,1,ACC_037090,ACC_009413,139443.18,IMPS,2025-04-04T06:44:00,2025-04-04T07:03:00
HOP_CMP_202612882_1,CMP_202612882,1,ACC_037091,ACC_013178,188048.17,NEFT,2025-01-19T18:01:00,2025-01-19T19:01:00
HOP_CMP_202612882_2,CMP_202612882,2,ACC_013178,ACC_013178,174662.61,UPI,2025-01-19T18:06:00,2025-01-19T18:45:00
HOP_CMP_202612882_3,CMP_202612882,3,ACC_013178,ACC_013181,127609.41,IMPS,2025-01-19T18:19:00,2025-01-19T18:53:00
HOP_CMP_202612882_4,CMP_202612882,4,ACC_013181,ACC_013285,127609.41,UPI,2025-01-19T18:20:00,2025-01-19T19:03:00
HOP_CMP_202612883_1,CMP_202612883,1,ACC_037092,ACC_016390,5415.23,NEFT,2025-02-18T17:05:00,2025-02-18T18:53:00
HOP_CMP_202612883_2,CMP_202612883,2,ACC_016390,ACC_016392,5415.23,IMPS,2025-02-18T17:06:00,2025-02-18T17:45:00
HOP_CMP_202612885_1,CMP_202612885,1,ACC_037094,ACC_022873,9003.46,UPI,2025-04-01T11:42:00,2025-04-01T12:37:00
HOP_CMP_202612889_1,CMP_202612889,1,ACC_037098,ACC_004131,56675.61,UPI,2025-01-25T11:33:00,2025-01-25T13:22:00
HOP_CMP_202612893_1,CMP_202612893,1,ACC_037102,ACC_018162,83818.6,UPI,2025-03-20T08:46:00,2025-03-20T10:16:00
HOP_CMP_202612893_2,CMP_202612893,2,ACC_018162,ACC_018161,77344.24,IMPS,2025-03-20T08:47:00,2025-03-20T10:16:00
HOP_CMP_202612893_3,CMP_202612893,3,ACC_018161,ACC_018161,70847.97,UPI,2025-03-20T08:50:00,2025-03-20T10:29:00
HOP_CMP_202612893_4,CMP_202612893,4,ACC_018161,ACC_018161,48228.33,UPI,2025-03-20T08:56:00,2025-03-20T10:03:00
HOP_CMP_202612893_5,CMP_202612893,5,ACC_018161,ACC_018165,48228.33,IMPS,2025-03-20T09:15:00,2025-03-20T10:14:00
HOP_CMP_202612894_1,CMP_202612894,1,ACC_037103,ACC_000473,42129.29,UPI,2025-04-29T09:02:00,2025-04-29T09:43:00
HOP_CMP_202612896_1,CMP_202612896,1,ACC_037105,ACC_005202,1863.19,IMPS,2025-03-06T19:54:00,2025-03-06T21:41:00
HOP_CMP_202612899_1,CMP_202612899,1,ACC_037108,ACC_005568,53143.07,UPI,2025-04-21T09:04:00,2025-04-21T09:53:00
HOP_CMP_202612901_1,CMP_202612901,1,ACC_037110,ACC_005479,54407.48,IMPS,2025-02-13T18:44:00,2025-02-13T19:43:00
HOP_CMP_202612902_1,CMP_202612902,1,ACC_037111,ACC_022575,649318.28,IMPS,2025-04-28T06:57:00,2025-04-28T07:55:00
HOP_CMP_202612902_2,CMP_202612902,2,ACC_022575,ACC_022572,584732.28,NEFT,2025-04-28T07:06:00,2025-04-28T07:41:00
HOP_CMP_202612902_3,CMP_202612902,3,ACC_022572,ACC_017704,584732.28,UPI,2025-04-28T07:07:00,2025-04-28T08:20:00
HOP_CMP_202612904_1,CMP_202612904,1,ACC_037113,ACC_004543,26907.18,IMPS,2025-02-24T07:21:00,2025-02-24T09:02:00
HOP_CMP_202612905_1,CMP_202612905,1,ACC_037114,ACC_003617,207976.12,UPI,2025-02-23T11:29:00,2025-02-23T12:18:00
HOP_CMP_202612907_1,CMP_202612907,1,ACC_037116,ACC_015724,187928.78,UPI,2025-01-26T18:55:00,2025-01-26T20:03:00
HOP_CMP_202612907_2,CMP_202612907,2,ACC_015724,ACC_015711,186095.3,IMPS,2025-01-26T18:56:00,2025-01-26T20:52:00
HOP_CMP_202612907_3,CMP_202612907,3,ACC_015711,ACC_015756,186095.3,UPI,2025-01-26T19:13:00,2025-01-26T20:26:00
