complaint_id,typology_id,typology_name,amount_inr,victim_state,victim_district,incident_timestamp,complaint_timestamp,available_timestamp
CMP_202600931,TYP_03,Part-Time Job Scam,128618.08,Tamil Nadu,District-49,2025-05-27T16:39:00,2025-05-29T02:39:00,2025-05-29T02:47:00
CMP_202600932,TYP_03,Part-Time Job Scam,103997.02,Maharashtra,District-47,2025-03-23T14:46:00,2025-03-23T19:46:00,2025-03-23T20:17:00
CMP_202600933,TYP_02,Fake Loan App,44651.46,Gujarat,District-31,2025-04-19T15:32:00,2025-04-19T19:32:00,2025-04-19T19:49:00
CMP_202600934,TYP_01,OTP / KYC Fraud,15369.01,Maharashtra,District-30,2025-06-18T14:11:00,2025-06-18T23:11:00,2025-06-18T23:37:00
CMP_202600935,TYP_03,Part-Time Job Scam,57775.04,Odisha,District-54,2025-03-07T13:16:00,2025-03-08T05:16:00,2025-03-08T05:40:00
CMP_202600936,TYP_05,Sextortion,72773.29,Haryana,District-29,2025-01-12T12:27:00,2025-01-13T00:27:00,2025-01-13T00:48:00
CMP_202600937,TYP_02,Fake Loan App,30509.32,Madhya Pradesh,District-41,2025-06-29T03:22:00,2025-06-29T13:22:00,2025-06-29T14:05:00
CMP_202600938,TYP_01,OTP / KYC Fraud,14168.22,Rajasthan,District-46,2025-05-28T14:06:00,2025-05-28T17:06:00,2025-05-28T17:55:00
CMP_202600939,TYP_04,Investment / Crypto Scam,212201.67,Karnataka,District-23,2025-06-09T14:20:00,2025-06-10T07:20:00,2025-06-10T07:47:00
CMP_202600940,TYP_03,Part-Time Job Scam,669904.93,Karnataka,District-74,2025-02-20T11:38:00,2025-02-21T20:38:00,2025-02-21T21:36:00
CMP_202600941,TYP_05,Sextortion,29421.47,Maharashtra,Mumbai,2025-02-25T13:45:00,2025-02-25T19:45:00,2025-02-25T20:23:00
CMP_202600942,TYP_01,OTP / KYC Fraud,21284.72,Jharkhand,Deoghar,2025-01-11T15:56:00,2025-01-11T18:56:00,2025-01-11T19:31:00
CMP_202600943,TYP_06,Marketplace / OLX Fraud,17446.04,Assam,District-21,2025-05-06T14:39:00,2025-05-06T17:39:00,2025-05-06T18:28:00
CMP_202600944,TYP_02,Fake Loan App,12991.1,Uttar Pradesh,District-33,2025-02-02T14:08:00,2025-02-03T04:08:00,2025-02-03T04:40:00
CMP_202600945,TYP_02,Fake Loan App,72513.7,Karnataka,District-51,2025-02-26T09:07:00,2025-02-26T16:07:00,2025-02-26T16:39:00
CMP_202600946,TYP_06,Marketplace / OLX Fraud,13776.04,Rajasthan,Bharatpur,2025-04-22T19:25:00,2025-04-22T23:25:00,2025-04-22T23:46:00
CMP_202600947,TYP_01,OTP / KYC Fraud,27409.68,Odisha,District-54,2025-01-26T18:46:00,2025-01-27T16:46:00,2025-01-27T17:37:00
CMP_202600948,TYP_06,Marketplace / OLX Fraud,8421.85,Punjab,District-25,2025-04-27T08:41:00,2025-04-27T15:41:00,2025-04-27T16:14:00
CMP_202600949,TYP_03,Part-Time Job Scam,139550.72,Uttar Pradesh,Mathura,2025-01-23T17:07:00,2025-01-24T06:07:00,2025-01-24T06:33:00
CMP_202600950,TYP_03,Part-Time Job Scam,77672.31,Gujarat,District-70,2025-05-22T13:34:00,2025-05-26T01:34:00,2025-05-26T01:50:00
CMP_202600951,TYP_02,Fake Loan App,7649.75,Rajasthan,Alwar,2025-05-20T17:27:00,2025-05-20T18:27:00,2025-05-20T18:36:00
CMP_202600952,TYP_06,Marketplace / OLX Fraud,13524.61,Rajasthan,District-46,2025-05-25T18:26:00,2025-05-26T04:26:00,2025-05-26T04:59:00
CMP_202600953,TYP_03,Part-Time Job Scam,147493.05,Madhya Pradesh,District-40,2025-03-26T09:29:00,2025-03-27T05:29:00,2025-03-27T06:00:00
CMP_202600954,TYP_03,Part-Time Job Scam,251330.58,Uttar Pradesh,Noida,2025-02-03T19:42:00,2025-02-03T22:42:00,2025-02-03T23:19:00
CMP_202600955,TYP_03,Part-Time Job Scam,140401.98,Gujarat,District-70,2025-05-13T19:43:00,2025-05-14T05:43:00,2025-05-14T06:10:00
CMP_202600956,TYP_02,Fake Loan App,5523.99,Gujarat,District-31,2025-05-28T17:29:00,2025-05-28T19:29:00,2025-05-28T19:59:00
CMP_202600957,TYP_02,Fake Loan App,20841.93,Uttar Pradesh,District-33,2025-03-21T13:17:00,2025-03-21T21:17:00,2025-03-21T21:29:00
CMP_202600958,TYP_02,Fake Loan App,20627.73,Uttar Pradesh,District-37,2025-06-17T21:14:00,2025-06-18T04:14:00,2025-06-18T04:38:00
CMP_202600959,TYP_05,Sextortion,60871.89,Maharashtra,District-32,2025-03-29T13:37:00,2025-03-29T18:37:00,2025-03-29T19:23:00
CMP_202600960,TYP_05,Sextortion,9138.9,Andhra Pradesh,District-58,2025-05-10T10:48:00,2025-05-12T11:48:00,2025-05-12T12:07:00
CMP_202600961,TYP_05,Sextortion,22627.59,Odisha,District-68,2025-03-21T12:52:00,2025-03-21T22:52:00,2025-03-21T23:10:00
CMP_202600962,TYP_03,Part-Time Job Scam,244102.96,Karnataka,Bengaluru Urban,2025-05-06T13:32:00,2025-05-06T14:32:00,2025-05-06T15:11:00
CMP_202600963,TYP_03,Part-Time Job Scam,364149.13,Uttar Pradesh,District-43,2025-01-31T06:18:00,2025-02-01T08:18:00,2025-02-01T09:02:00
CMP_202600964,TYP_02,Fake Loan App,35634.52,Andhra Pradesh,District-58,2025-01-11T20:58:00,2025-01-11T21:58:00,2025-01-11T22:12:00
CMP_202600965,TYP_02,Fake Loan App,6326.33,Chhattisgarh,District-71,2025-05-25T13:15:00,2025-05-26T03:15:00,2025-05-26T04:02:00
CMP_202600966,TYP_05,Sextortion,27806.12,Maharashtra,District-47,2025-04-09T13:18:00,2025-04-10T07:18:00,2025-04-10T07:41:00
CMP_202600967,TYP_02,Fake Loan App,16047.02,Karnataka,District-42,2025-03-29T17:37:00,2025-03-29T18:37:00,2025-03-29T19:03:00
CMP_202600968,TYP_03,Part-Time Job Scam,59756.82,Haryana,District-63,2025-04-15T19:54:00,2025-04-16T07:54:00,2025-04-16T08:11:00
CMP_202600969,TYP_02,Fake Loan App,45843.01,Odisha,District-73,2025-04-24T05:23:00,2025-04-24T21:23:00,2025-04-24T21:49:00
CMP_202600970,TYP_05,Sextortion,131761.61,Uttar Pradesh,District-33,2025-03-21T13:39:00,2025-03-21T21:39:00,2025-03-21T21:46:00
CMP_202600971,TYP_06,Marketplace / OLX Fraud,11673.08,Jharkhand,Jamtara,2025-02-10T13:11:00,2025-02-10T16:11:00,2025-02-10T16:42:00
CMP_202600972,TYP_02,Fake Loan App,19942.8,Karnataka,District-74,2025-05-22T17:03:00,2025-05-22T20:03:00,2025-05-22T20:26:00
CMP_202600973,TYP_01,OTP / KYC Fraud,36833.38,Karnataka,District-34,2025-04-23T09:09:00,2025-04-23T20:09:00,2025-04-23T20:58:00
CMP_202600974,TYP_06,Marketplace / OLX Fraud,7849.91,Karnataka,Bengaluru Urban,2025-06-28T10:44:00,2025-06-28T20:44:00,2025-06-28T21:27:00
CMP_202600975,TYP_05,Sextortion,68744.04,Bihar,Purnia,2025-04-13T13:33:00,2025-04-13T20:33:00,2025-04-13T20:41:00
CMP_202600976,TYP_05,Sextortion,29570.62,Rajasthan,Alwar,2025-04-23T11:01:00,2025-04-23T15:01:00,2025-04-23T15:06:00
CMP_202600977,TYP_02,Fake Loan App,16936.96,Madhya Pradesh,District-52,2025-04-07T16:19:00,2025-04-07T18:19:00,2025-04-07T18:54:00
CMP_202600978,TYP_02,Fake Loan App,15923.49,Delhi,South Delhi,2025-01-22T09:36:00,2025-01-23T21:36:00,2025-01-23T22:19:00
CMP_202600979,TYP_02,Fake Loan App,15617.49,Maharashtra,District-47,2025-02-13T19:02:00,2025-02-14T13:02:00,2025-02-14T13:37:00
CMP_202600980,TYP_06,Marketplace / OLX Fraud,1745.26,Haryana,District-29,2025-02-27T09:27:00,2025-02-28T01:27:00,2025-02-28T02:07:00
CMP_202600981,TYP_03,Part-Time Job Scam,71315.42,Karnataka,Bengaluru Urban,2025-01-14T18:43:00,2025-01-14T22:43:00,2025-01-14T23:18:00
CMP_202600982,TYP_05,Sextortion,12313.19,Maharashtra,Mumbai,2025-04-06T11:03:00,2025-04-06T15:03:00,2025-04-06T15:17:00
CMP_202600983,TYP_05,Sextortion,115929.95,Maharashtra,District-47,2025-06-09T16:50:00,2025-06-11T03:50:00,2025-06-11T04:33:00
CMP_202600984,TYP_05,Sextortion,37751.16,Madhya Pradesh,District-52,2025-03-14T11:07:00,2025-03-14T14:07:00,2025-03-14T14:34:00
CMP_202600985,TYP_02,Fake Loan App,7624.02,Gujarat,District-31,2025-04-28T11:59:00,2025-04-28T19:59:00,2025-04-28T20:53:00
CMP_202600986,TYP_02,Fake Loan App,12732.55,Karnataka,Bengaluru Urban,2025-05-16T22:20:00,2025-05-16T23:20:00,2025-05-16T23:46:00
CMP_202600987,TYP_05,Sextortion,70198.27,Karnataka,District-51,2025-05-13T14:32:00,2025-05-13T17:32:00,2025-05-13T17:42:00
CMP_202600988,TYP_03,Part-Time Job Scam,195724.61,Kerala,District-65,2025-04-13T18:10:00,2025-04-14T02:10:00,2025-04-14T02:33:00
CMP_202600989,TYP_02,Fake Loan App,8305.88,Uttar Pradesh,Mathura,2025-01-25T12:57:00,2025-01-25T16:57:00,2025-01-25T17:09:00
CMP_202600990,TYP_05,Sextortion,29855.18,Madhya Pradesh,District-53,2025-06-23T15:27:00,2025-06-24T03:27:00,2025-06-24T04:04:00
CMP_202600991,TYP_02,Fake Loan App,17794.17,Rajasthan,District-46,2025-05-28T16:26:00,2025-05-28T23:26:00,2025-05-28T23:38:00
CMP_202600992,TYP_01,OTP / KYC Fraud,16867.22,Uttar Pradesh,Gorakhpur,2025-06-18T10:54:00,2025-06-20T08:54:00,2025-06-20T09:25:00
CMP_202600993,TYP_03,Part-Time Job Scam,81506.41,Karnataka,District-61,2025-06-24T18:16:00,2025-06-26T01:16:00,2025-06-26T01:59:00
CMP_202600994,TYP_02,Fake Loan App,18270.58,Uttar Pradesh,District-33,2025-06-24T11:30:00,2025-06-24T22:30:00,2025-06-24T23:25:00
CMP_202600995,TYP_03,Part-Time Job Scam,163227.55,Gujarat,District-24,2025-04-19T12:28:00,2025-04-19T19:28:00,2025-04-19T20:28:00
CMP_202600996,TYP_03,Part-Time Job Scam,307309.37,Uttar Pradesh,District-43,2025-03-17T07:17:00,2025-03-17T13:17:00,2025-03-17T13:43:00
CMP_202600997,TYP_03,Part-Time Job Scam,67205.32,Haryana,District-75,2025-02-23T13:16:00,2025-02-24T18:16:00,2025-02-24T18:45:00
CMP_202600998,TYP_02,Fake Loan App,24722.92,Chhattisgarh,District-71,2025-04-13T00:08:00,2025-04-14T01:08:00,2025-04-14T01:58:00
CMP_202600999,TYP_01,OTP / KYC Fraud,10760.08,Uttar Pradesh,District-43,2025-06-07T11:16:00,2025-06-08T01:16:00,2025-06-08T01:54:00
CMP_202601000,TYP_02,Fake Loan App,10881.99,Haryana,Gurugram,2025-05-18T17:26:00,2025-05-18T23:26:00,2025-05-19T00:11:00
CMP_202601001,TYP_05,Sextortion,53892.45,Uttar Pradesh,Mathura,2025-02-03T12:40:00,2025-02-03T13:40:00,2025-02-03T13:49:00
CMP_202601002,TYP_04,Investment / Crypto Scam,143511.41,Andhra Pradesh,District-67,2025-02-15T21:21:00,2025-02-16T19:21:00,2025-02-16T19:34:00
CMP_202601003,TYP_02,Fake Loan App,8153.67,Maharashtra,Pune,2025-03-22T17:53:00,2025-03-23T03:53:00,2025-03-23T04:37:00
CMP_202601004,TYP_03,Part-Time Job Scam,101866.54,Odisha,District-22,2025-06-07T19:34:00,2025-06-07T21:34:00,2025-06-07T22:14:00
CMP_202601005,TYP_06,Marketplace / OLX Fraud,45410.76,Andhra Pradesh,District-44,2025-02-17T15:30:00,2025-02-17T19:30:00,2025-02-17T19:44:00
CMP_202601006,TYP_04,Investment / Crypto Scam,827281.56,West Bengal,District-35,2025-04-23T13:05:00,2025-04-24T20:05:00,2025-04-24T20:57:00
CMP_202601007,TYP_06,Marketplace / OLX Fraud,4547.4,Jharkhand,District-45,2025-06-12T05:45:00,2025-06-12T06:45:00,2025-06-12T07:13:00
CMP_202601008,TYP_06,Marketplace / OLX Fraud,6189.21,Gujarat,Ahmedabad,2025-02-02T13:49:00,2025-02-02T15:49:00,2025-02-02T16:23:00
CMP_202601009,TYP_02,Fake Loan App,13084.84,Delhi,South Delhi,2025-03-21T08:45:00,2025-03-21T19:45:00,2025-03-21T20:00:00
CMP_202601010,TYP_03,Part-Time Job Scam,269530.07,Bihar,District-38,2025-01-27T14:06:00,2025-01-28T00:06:00,2025-01-28T00:37:00
CMP_202601011,TYP_02,Fake Loan App,70665.51,Karnataka,District-56,2025-05-08T16:47:00,2025-05-09T09:47:00,2025-05-09T10:06:00
CMP_202601012,TYP_05,Sextortion,47873.9,Chhattisgarh,District-57,2025-01-08T21:00:00,2025-01-09T08:00:00,2025-01-09T08:47:00
CMP_202601013,TYP_06,Marketplace / OLX Fraud,20344.15,Jharkhand,District-72,2025-06-02T13:20:00,2025-06-02T15:20:00,2025-06-02T15:38:00
CMP_202601014,TYP_03,Part-Time Job Scam,75820.6,Andhra Pradesh,District-26,2025-03-25T18:25:00,2025-03-25T19:25:00,2025-03-25T19:59:00
CMP_202601015,TYP_02,Fake Loan App,3236.59,Bihar,District-38,2025-04-01T08:31:00,2025-04-01T11:31:00,2025-04-01T11:57:00
CMP_202601016,TYP_03,Part-Time Job Scam,170866.76,Maharashtra,District-47,2025-02-06T18:51:00,2025-02-06T20:51:00,2025-02-06T20:59:00
CMP_202601017,TYP_02,Fake Loan App,31566.87,Odisha,District-27,2025-01-11T07:50:00,2025-01-11T13:50:00,2025-01-11T14:46:00
CMP_202601018,TYP_06,Marketplace / OLX Fraud,29066.44,Telangana,Hyderabad,2025-05-12T16:46:00,2025-05-12T20:46:00,2025-05-12T21:40:00
CMP_202601019,TYP_02,Fake Loan App,20339.55,Karnataka,District-23,2025-01-24T15:50:00,2025-01-26T07:50:00,2025-01-26T08:05:00
CMP_202601020,TYP_05,Sextortion,10559.74,Karnataka,District-74,2025-03-06T19:05:00,2025-03-07T00:05:00,2025-03-07T00:21:00
CMP_202601021,TYP_01,OTP / KYC Fraud,26650.09,Gujarat,Ahmedabad,2025-01-07T09:18:00,2025-01-11T17:18:00,2025-01-11T18:15:00
CMP_202601022,TYP_05,Sextortion,9763.26,Karnataka,District-56,2025-06-27T07:11:00,2025-06-27T10:11:00,2025-06-27T10:45:00
CMP_202601023,TYP_02,Fake Loan App,11625.45,Madhya Pradesh,District-40,2025-05-24T13:02:00,2025-05-25T10:02:00,2025-05-25T10:17:00
CMP_202601024,TYP_02,Fake Loan App,32288.67,Madhya Pradesh,District-53,2025-03-19T08:51:00,2025-03-20T00:51:00,2025-03-20T01:19:00
CMP_202601025,TYP_03,Part-Time Job Scam,107032.9,Madhya Pradesh,District-52,2025-05-06T17:03:00,2025-05-06T18:03:00,2025-05-06T18:27:00
CMP_202601026,TYP_02,Fake Loan App,9746.04,Bihar,District-38,2025-01-10T11:20:00,2025-01-11T03:20:00,2025-01-11T04:17:00
CMP_202601027,TYP_03,Part-Time Job Scam,101292.76,West Bengal,District-35,2025-03-09T12:37:00,2025-03-09T17:37:00,2025-03-09T18:05:00
CMP_202601028,TYP_02,Fake Loan App,8564.88,Jharkhand,District-45,2025-01-15T13:52:00,2025-01-16T01:52:00,2025-01-16T02:42:00
CMP_202601029,TYP_02,Fake Loan App,17243.09,Andhra Pradesh,District-64,2025-06-14T12:32:00,2025-06-14T19:32:00,2025-06-14T20:23:00
CMP_202601030,TYP_06,Marketplace / OLX Fraud,8118.02,Gujarat,Ahmedabad,2025-04-19T15:25:00,2025-04-19T21:25:00,2025-04-19T22:25:00
CMP_202601031,TYP_05,Sextortion,10279.75,Karnataka,District-51,2025-06-25T12:38:00,2025-06-26T22:38:00,2025-06-26T22:58:00
CMP_202601032,TYP_03,Part-Time Job Scam,239750.17,Assam,District-28,2025-01-08T19:51:00,2025-01-10T03:51:00,2025-01-10T04:44:00
CMP_202601033,TYP_02,Fake Loan App,5895.17,Odisha,District-68,2025-03-25T11:58:00,2025-03-26T10:58:00,2025-03-26T11:37:00
CMP_202601034,TYP_02,Fake Loan App,17167.68,Madhya Pradesh,District-41,2025-01-29T14:13:00,2025-01-29T21:13:00,2025-01-29T21:57:00
CMP_202601035,TYP_02,Fake Loan App,12707.0,Jharkhand,District-72,2025-02-22T11:35:00,2025-02-23T04:35:00,2025-02-23T05:25:00
CMP_202601036,TYP_02,Fake Loan App,16018.11,Rajasthan,District-62,2025-03-10T10:06:00,2025-03-11T07:06:00,2025-03-11T07:36:00
CMP_202601037,TYP_02,Fake Loan App,10311.59,West Bengal,District-66,2025-03-19T15:00:00,2025-03-19T21:00:00,2025-03-19T21:37:00
CMP_202601038,TYP_02,Fake Loan App,22446.58,Madhya Pradesh,District-69,2025-04-08T14:07:00,2025-04-09T06:07:00,2025-04-09T06:18:00
CMP_202601039,TYP_02,Fake Loan App,17117.99,Karnataka,District-23,2025-04-12T12:32:00,2025-04-12T16:32:00,2025-04-12T16:52:00
CMP_202601040,TYP_06,Marketplace / OLX Fraud,3716.5,West Bengal,District-35,2025-01-07T13:12:00,2025-01-07T16:12:00,2025-01-07T16:35:00
CMP_202601041,TYP_06,Marketplace / OLX Fraud,2482.66,Rajasthan,District-46,2025-06-22T16:26:00,2025-06-22T17:26:00,2025-06-22T18:21:00
CMP_202601042,TYP_05,Sextortion,12221.8,Karnataka,District-61,2025-03-10T14:43:00,2025-03-10T21:43:00,2025-03-10T21:56:00
CMP_202601043,TYP_06,Marketplace / OLX Fraud,32613.93,Andhra Pradesh,District-58,2025-01-06T12:50:00,2025-01-06T14:50:00,2025-01-06T15:32:00
CMP_202601044,TYP_03,Part-Time Job Scam,91996.41,Gujarat,District-31,2025-03-12T20:52:00,2025-03-13T00:52:00,2025-03-13T01:30:00
CMP_202601045,TYP_02,Fake Loan App,23194.26,Karnataka,District-74,2025-03-26T08:45:00,2025-03-27T08:45:00,2025-03-27T09:32:00
CMP_202601046,TYP_02,Fake Loan App,11070.29,Uttar Pradesh,District-43,2025-03-17T18:08:00,2025-03-18T02:08:00,2025-03-18T03:06:00
CMP_202601047,TYP_03,Part-Time Job Scam,197184.11,Kerala,District-65,2025-01-02T18:00:00,2025-01-03T14:00:00,2025-01-03T14:12:00
CMP_202601048,TYP_02,Fake Loan App,12829.89,Madhya Pradesh,District-60,2025-05-29T13:42:00,2025-05-29T19:42:00,2025-05-29T20:37:00
CMP_202601049,TYP_06,Marketplace / OLX Fraud,3758.2,Uttar Pradesh,District-37,2025-06-12T11:41:00,2025-06-12T16:41:00,2025-06-12T17:07:00
CMP_202601050,TYP_06,Marketplace / OLX Fraud,29660.86,Karnataka,District-23,2025-06-10T17:45:00,2025-06-10T20:45:00,2025-06-10T21:30:00
CMP_202601051,TYP_02,Fake Loan App,2809.74,Rajasthan,District-46,2025-04-14T20:42:00,2025-04-14T23:42:00,2025-04-15T00:18:00
CMP_202601052,TYP_05,Sextortion,77709.19,Tamil Nadu,District-49,2025-03-12T16:40:00,2025-03-12T17:40:00,2025-03-12T18:14:00
CMP_202601053,TYP_03,Part-Time Job Scam,92597.77,Tamil Nadu,Chennai,2025-06-22T12:56:00,2025-06-22T15:56:00,2025-06-22T16:34:00
CMP_202601054,TYP_02,Fake Loan App,4517.07,Jharkhand,Jamtara,2025-01-27T18:37:00,2025-01-27T22:37:00,2025-01-27T23:36:00
CMP_202601055,TYP_04,Investment / Crypto Scam,295411.91,Andhra Pradesh,District-44,2025-02-17T19:15:00,2025-02-17T21:15:00,2025-02-17T21:51:00
CMP_202601056,TYP_02,Fake Loan App,36520.17,Chhattisgarh,District-71,2025-02-11T09:48:00,2025-02-11T14:48:00,2025-02-11T15:03:00
CMP_202601057,TYP_03,Part-Time Job Scam,99716.38,Kerala,District-59,2025-01-17T17:26:00,2025-01-17T19:26:00,2025-01-17T19:50:00
CMP_202601058,TYP_05,Sextortion,65690.48,Maharashtra,Mumbai,2025-02-18T10:43:00,2025-02-20T01:43:00,2025-02-20T02:35:00
CMP_202601059,TYP_06,Marketplace / OLX Fraud,11221.08,Odisha,District-54,2025-06-30T15:48:00,2025-07-01T00:48:00,2025-07-01T01:20:00
CMP_202601060,TYP_06,Marketplace / OLX Fraud,9845.4,Gujarat,District-70,2025-04-23T06:55:00,2025-04-23T12:55:00,2025-04-23T13:26:00
CMP_202601061,TYP_05,Sextortion,48897.93,Chhattisgarh,District-57,2025-02-04T10:27:00,2025-02-04T15:27:00,2025-02-04T16:02:00
CMP_202601062,TYP_02,Fake Loan App,13100.92,West Bengal,District-35,2025-05-08T14:30:00,2025-05-08T16:30:00,2025-05-08T17:11:00
CMP_202601063,TYP_02,Fake Loan App,6791.75,Chhattisgarh,District-57,2025-02-27T18:15:00,2025-02-28T00:15:00,2025-02-28T00:20:00
CMP_202601064,TYP_02,Fake Loan App,31477.29,West Bengal,District-35,2025-04-30T17:25:00,2025-05-01T17:25:00,2025-05-01T18:17:00
CMP_202601065,TYP_02,Fake Loan App,14521.53,Karnataka,District-74,2025-06-01T18:01:00,2025-06-01T22:01:00,2025-06-01T22:09:00
CMP_202601066,TYP_01,OTP / KYC Fraud,49552.22,Punjab,District-25,2025-02-04T15:31:00,2025-02-04T19:31:00,2025-02-04T20:03:00
CMP_202601067,TYP_06,Marketplace / OLX Fraud,10847.94,Odisha,District-27,2025-01-27T07:02:00,2025-01-27T22:02:00,2025-01-27T22:21:00
CMP_202601068,TYP_06,Marketplace / OLX Fraud,6017.96,Haryana,District-75,2025-03-21T07:09:00,2025-03-21T21:09:00,2025-03-21T21:55:00
CMP_202601069,TYP_05,Sextortion,41749.64,Maharashtra,District-30,2025-02-20T14:43:00,2025-02-20T20:43:00,2025-02-20T20:55:00
CMP_202601070,TYP_01,OTP / KYC Fraud,5661.74,Gujarat,District-70,2025-01-05T15:57:00,2025-01-05T17:57:00,2025-01-05T18:43:00
CMP_202601071,TYP_01,OTP / KYC Fraud,54835.26,Assam,District-21,2025-04-22T09:18:00,2025-04-22T12:18:00,2025-04-22T12:24:00
CMP_202601072,TYP_05,Sextortion,18930.29,Madhya Pradesh,District-60,2025-06-23T12:43:00,2025-06-23T17:43:00,2025-06-23T18:21:00
CMP_202601073,TYP_02,Fake Loan App,10927.09,Jharkhand,Jamtara,2025-06-24T14:43:00,2025-06-24T20:43:00,2025-06-24T21:34:00
CMP_202601074,TYP_05,Sextortion,27806.73,Tamil Nadu,Chennai,2025-04-14T23:41:00,2025-04-15T05:41:00,2025-04-15T06:15:00
CMP_202601075,TYP_03,Part-Time Job Scam,76228.52,Gujarat,District-24,2025-03-21T16:09:00,2025-03-22T02:09:00,2025-03-22T03:08:00
CMP_202601076,TYP_02,Fake Loan App,20388.39,Gujarat,District-31,2025-06-23T13:28:00,2025-06-23T16:28:00,2025-06-23T16:51:00
CMP_202601077,TYP_01,OTP / KYC Fraud,10430.9,Jharkhand,District-72,2025-05-25T16:22:00,2025-05-25T19:22:00,2025-05-25T19:47:00
CMP_202601078,TYP_05,Sextortion,1829.02,Assam,District-28,2025-01-09T18:03:00,2025-01-09T19:03:00,2025-01-09T19:17:00
CMP_202601079,TYP_06,Marketplace / OLX Fraud,11835.78,Odisha,District-22,2025-03-31T16:47:00,2025-04-01T00:47:00,2025-04-01T01:16:00
CMP_202601080,TYP_02,Fake Loan App,15980.88,Karnataka,District-51,2025-01-02T16:51:00,2025-01-02T18:51:00,2025-01-02T19:02:00
CMP_202601081,TYP_06,Marketplace / OLX Fraud,14878.93,Bihar,Purnia,2025-04-16T14:19:00,2025-04-17T01:19:00,2025-04-17T01:43:00
CMP_202601082,TYP_02,Fake Loan App,38837.58,Rajasthan,District-46,2025-06-07T08:23:00,2025-06-10T14:23:00,2025-06-10T15:08:00
CMP_202601083,TYP_02,Fake Loan App,21984.84,Maharashtra,District-47,2025-06-13T17:35:00,2025-06-13T22:35:00,2025-06-13T22:46:00
CMP_202601084,TYP_02,Fake Loan App,51983.48,Gujarat,Ahmedabad,2025-03-25T15:08:00,2025-03-25T22:08:00,2025-03-25T22:45:00
CMP_202601085,TYP_03,Part-Time Job Scam,127541.99,Madhya Pradesh,District-52,2025-05-11T17:20:00,2025-05-11T21:20:00,2025-05-11T22:04:00
CMP_202601086,TYP_01,OTP / KYC Fraud,11934.49,Kerala,District-65,2025-04-26T13:04:00,2025-04-27T05:04:00,2025-04-27T05:09:00
CMP_202601087,TYP_03,Part-Time Job Scam,396507.89,Kerala,District-59,2025-04-21T16:47:00,2025-04-21T17:47:00,2025-04-21T18:29:00
CMP_202601088,TYP_04,Investment / Crypto Scam,266335.18,Assam,District-28,2025-02-25T10:23:00,2025-02-26T08:23:00,2025-02-26T08:36:00
CMP_202601089,TYP_02,Fake Loan App,34552.65,Haryana,Mewat,2025-06-03T16:18:00,2025-06-04T00:18:00,2025-06-04T01:01:00
CMP_202601090,TYP_02,Fake Loan App,3002.74,Haryana,District-29,2025-05-28T10:26:00,2025-05-28T14:26:00,2025-05-28T15:05:00
CMP_202601091,TYP_02,Fake Loan App,31608.27,Delhi,South Delhi,2025-05-06T12:58:00,2025-05-06T18:58:00,2025-05-06T19:47:00
CMP_202601092,TYP_05,Sextortion,260050.67,Assam,District-21,2025-02-04T13:02:00,2025-02-04T22:02:00,2025-02-04T22:43:00
CMP_202601093,TYP_05,Sextortion,95300.07,Uttar Pradesh,Noida,2025-04-20T12:20:00,2025-04-20T15:20:00,2025-04-20T15:56:00
CMP_202601094,TYP_01,OTP / KYC Fraud,17183.46,Haryana,District-29,2025-02-20T17:03:00,2025-02-21T11:03:00,2025-02-21T11:19:00
CMP_202601095,TYP_06,Marketplace / OLX Fraud,6642.22,Rajasthan,District-46,2025-01-08T14:22:00,2025-01-09T11:22:00,2025-01-09T11:37:00
CMP_202601096,TYP_06,Marketplace / OLX Fraud,6841.73,Uttar Pradesh,District-33,2025-04-15T08:53:00,2025-04-16T23:53:00,2025-04-17T00:00:00
CMP_202601097,TYP_05,Sextortion,22723.62,Chhattisgarh,District-71,2025-03-02T10:17:00,2025-03-03T02:17:00,2025-03-03T02:49:00
CMP_202601098,TYP_03,Part-Time Job Scam,241838.66,Maharashtra,Mumbai,2025-06-01T17:43:00,2025-06-02T15:43:00,2025-06-02T16:39:00
CMP_202601099,TYP_01,OTP / KYC Fraud,9210.08,Haryana,District-29,2025-06-25T19:39:00,2025-06-25T23:39:00,2025-06-26T00:24:00
CMP_202601100,TYP_02,Fake Loan App,10360.2,Kerala,District-59,2025-04-14T21:48:00,2025-04-15T00:48:00,2025-04-15T01:17:00
CMP_202601101,TYP_02,Fake Loan App,3255.62,Bihar,District-38,2025-06-22T10:45:00,2025-06-23T21:45:00,2025-06-23T22:14:00
CMP_202601102,TYP_06,Marketplace / OLX Fraud,3532.76,Andhra Pradesh,District-58,2025-04-10T15:05:00,2025-04-10T20:05:00,2025-04-10T20:17:00
CMP_202601103,TYP_01,OTP / KYC Fraud,100718.61,Madhya Pradesh,District-40,2025-06-02T17:33:00,2025-06-03T14:33:00,2025-06-03T14:46:00
CMP_202601104,TYP_02,Fake Loan App,3477.62,Karnataka,District-23,2025-02-21T14:21:00,2025-02-21T15:21:00,2025-02-21T15:35:00
CMP_202601105,TYP_03,Part-Time Job Scam,361220.46,Maharashtra,Mumbai,2025-06-10T11:23:00,2025-06-10T16:23:00,2025-06-10T17:14:00
CMP_202601106,TYP_05,Sextortion,108258.15,Punjab,District-36,2025-06-28T04:41:00,2025-06-28T08:41:00,2025-06-28T09:37:00
