complaint_id,actual_zone_id,actual_time,atm_id,recovered
CYB-2026-10357,Z002,2026-09-14T12:36:00,ATM-Z002-01,True
CYB-2026-10358,Z003,2026-09-12T19:05:00,ATM-Z003-05,True
CYB-2026-10359,Z008,2026-09-05T03:20:00,ATM-Z008-01,False
CYB-2026-10360,Z015,2026-09-19T11:42:00,ATM-Z015-05,True
CYB-2026-10361,Z003,2026-09-05T17:03:00,ATM-Z003-06,True
CYB-2026-10362,Z004,2026-09-24T22:53:00,ATM-Z004-02,False
CYB-2026-10363,Z013,2026-09-05T11:29:00,ATM-Z013-02,True
CYB-2026-10364,Z005,2026-09-09T15:45:00,ATM-Z005-03,False
CYB-2026-10365,Z003,2026-09-13T21:20:00,ATM-Z003-04,False
CYB-2026-10366,Z007,2026-09-06T05:48:00,ATM-Z007-06,True
CYB-2026-10367,Z003,2026-09-19T01:26:00,ATM-Z003-02,False
CYB-2026-10368,Z001,2026-09-23T05:10:00,ATM-Z001-06,False
CYB-2026-10369,Z013,2026-09-03T02:23:00,ATM-Z013-02,False
CYB-2026-10370,Z006,2026-09-02T10:37:00,ATM-Z006-04,False
CYB-2026-10371,Z000,2026-09-25T01:50:00,ATM-Z000-01,True
CYB-2026-10372,Z003,2026-09-03T08:41:00,ATM-Z003-02,True
CYB-2026-10373,Z012,2026-09-06T02:24:00,ATM-Z012-06,True
CYB-2026-10374,Z004,2026-09-15T21:59:00,ATM-Z004-02,True
CYB-2026-10375,Z002,2026-09-07T08:15:00,ATM-Z002-06,False
CYB-2026-10376,Z006,2026-09-30T10:07:00,ATM-Z006-01,True
CYB-2026-10377,Z004,2026-09-06T16:03:00,ATM-Z004-04,False
CYB-2026-10378,Z005,2026-09-03T05:46:00,ATM-Z005-02,True
CYB-2026-10379,Z007,2026-09-24T18:03:00,ATM-Z007-01,False
CYB-2026-10380,Z014,2026-09-10T09:32:00,ATM-Z014-03,False
CYB-2026-10381,Z000,2026-09-10T02:19:00,ATM-Z000-04,False
CYB-2026-10382,Z009,2026-09-11T07:03:00,ATM-Z009-06,True
CYB-2026-10383,Z005,2026-09-12T13:57:00,ATM-Z005-06,True
CYB-2026-10384,Z000,2026-09-20T15:40:00,ATM-Z000-02,True
CYB-2026-10385,Z012,2026-09-30T18:28:00,ATM-Z012-06,True
CYB-2026-10386,Z000,2026-09-01T08:21:00,ATM-Z000-06,True
CYB-2026-10387,Z010,2026-09-17T20:08:00,ATM-Z010-02,True
CYB-2026-10388,Z001,2026-09-23T00:55:00,ATM-Z001-04,True
CYB-2026-10389,Z001,2026-09-25T13:08:00,ATM-Z001-01,False
CYB-2026-10390,Z002,2026-09-06T09:59:00,ATM-Z002-01,False
CYB-2026-10391,Z009,2026-09-24T22:53:00,ATM-Z009-02,True
CYB-2026-10392,Z018,2026-09-03T11:20:00,ATM-Z018-03,True
CYB-2026-10393,Z010,2026-09-26T20:55:00,ATM-Z010-06,True
CYB-2026-10394,Z010,2026-09-16T08:39:00,ATM-Z010-02,True
CYB-2026-10395,Z001,2026-09-15T06:46:00,ATM-Z001-03,False
CYB-2026-10396,Z003,2026-09-25T18:50:00,ATM-Z003-03,False
CYB-2026-10397,Z008,2026-09-17T09:32:00,ATM-Z008-03,False
CYB-2026-10398,Z012,2026-09-18T09:23:00,ATM-Z012-04,False
CYB-2026-10399,Z008,2026-09-27T22:36:00,ATM-Z008-05,True
CYB-2026-10400,Z012,2026-09-23T03:50:00,ATM-Z012-02,False
CYB-2026-10401,Z009,2026-09-20T11:15:00,ATM-Z009-01,True
CYB-2026-10402,Z003,2026-09-07T22:02:00,ATM-Z003-03,True
CYB-2026-10403,Z002,2026-09-07T14:40:00,ATM-Z002-04,True
CYB-2026-10404,Z002,2026-09-10T04:58:00,ATM-Z002-01,True
CYB-2026-10405,Z005,2026-09-28T00:43:00,ATM-Z005-05,False
CYB-2026-10406,Z004,2026-09-14T02:49:00,ATM-Z004-06,True
CYB-2026-10407,Z004,2026-09-17T10:27:00,ATM-Z004-03,True
CYB-2026-10408,Z012,2026-09-03T03:28:00,ATM-Z012-02,True
CYB-2026-10409,Z007,2026-09-18T01:15:00,ATM-Z007-05,True
CYB-2026-10410,Z015,2026-09-06T21:46:00,ATM-Z015-03,True
CYB-2026-10411,Z004,2026-09-29T20:55:00,ATM-Z004-03,True
CYB-2026-10412,Z017,2026-09-04T18:04:00,ATM-Z017-01,True
CYB-2026-10413,Z005,2026-09-18T17:50:00,ATM-Z005-02,True
CYB-2026-10414,Z015,2026-09-23T11:48:00,ATM-Z015-01,True
CYB-2026-10415,Z013,2026-09-17T22:49:00,ATM-Z013-06,False
CYB-2026-10416,Z004,2026-09-30T18:48:00,ATM-Z004-05,True
CYB-2026-10417,Z015,2026-09-13T11:53:00,ATM-Z015-02,True
CYB-2026-10418,Z000,2026-09-25T16:15:00,ATM-Z000-01,True
CYB-2026-10419,Z012,2026-09-22T22:02:00,ATM-Z012-04,False
CYB-2026-10420,Z010,2026-09-21T21:35:00,ATM-Z010-06,True
CYB-2026-10421,Z013,2026-09-21T00:15:00,ATM-Z013-04,True
CYB-2026-10422,Z000,2026-09-30T03:10:00,ATM-Z000-01,False
CYB-2026-10423,Z002,2026-09-22T10:37:00,ATM-Z002-05,False
CYB-2026-10424,Z002,2026-09-19T19:19:00,ATM-Z002-02,True
CYB-2026-10425,Z009,2026-09-16T09:23:00,ATM-Z009-02,True
CYB-2026-10426,Z004,2026-09-17T19:58:00,ATM-Z004-06,False
CYB-2026-10427,Z010,2026-09-21T12:00:00,ATM-Z010-04,True
CYB-2026-10428,Z002,2026-09-04T23:45:00,ATM-Z002-06,True
CYB-2026-10429,Z000,2026-09-07T10:56:00,ATM-Z000-05,True
CYB-2026-10430,Z002,2026-09-21T22:52:00,ATM-Z002-05,True
CYB-2026-10431,Z002,2026-09-22T07:36:00,ATM-Z002-01,False
CYB-2026-10432,Z008,2026-09-21T01:55:00,ATM-Z008-04,False
CYB-2026-10433,Z011,2026-09-28T14:45:00,ATM-Z011-01,False
CYB-2026-10434,Z019,2026-09-16T01:00:00,ATM-Z019-05,True
CYB-2026-10435,Z002,2026-09-01T12:47:00,ATM-Z002-04,True
CYB-2026-10436,Z015,2026-09-07T08:14:00,ATM-Z015-03,True
CYB-2026-10437,Z006,2026-09-15T15:37:00,ATM-Z006-03,True
CYB-2026-10438,Z010,2026-09-23T08:43:00,ATM-Z010-02,True
CYB-2026-10439,Z000,2026-09-24T09:55:00,ATM-Z000-06,False
CYB-2026-10440,Z019,2026-09-02T12:31:00,ATM-Z019-06,True
CYB-2026-10441,Z012,2026-09-07T04:02:00,ATM-Z012-02,False
CYB-2026-10442,Z015,2026-09-14T07:27:00,ATM-Z015-04,False
CYB-2026-10443,Z013,2026-09-20T12:58:00,ATM-Z013-04,True
CYB-2026-10444,Z016,2026-09-25T03:47:00,ATM-Z016-05,False
CYB-2026-10445,Z000,2026-09-03T08:01:00,ATM-Z000-02,True
CYB-2026-10446,Z003,2026-09-03T10:45:00,ATM-Z003-01,False
CYB-2026-10447,Z003,2026-09-01T21:26:00,ATM-Z003-02,False
CYB-2026-10448,Z006,2026-09-06T09:17:00,ATM-Z006-04,False
CYB-2026-10449,Z015,2026-09-08T06:22:00,ATM-Z015-05,True
CYB-2026-10450,Z003,2026-09-03T01:58:00,ATM-Z003-06,True
CYB-2026-10451,Z005,2026-09-21T03:18:00,ATM-Z005-06,True
CYB-2026-10452,Z004,2026-09-14T15:11:00,ATM-Z004-04,True
CYB-2026-10453,Z007,2026-09-15T03:45:00,ATM-Z007-02,True
CYB-2026-10454,Z001,2026-09-17T12:18:00,ATM-Z001-02,True
CYB-2026-10455,Z006,2026-09-17T17:29:00,ATM-Z006-02,True
CYB-2026-10456,Z008,2026-09-16T20:29:00,ATM-Z008-02,True
CYB-2026-10457,Z008,2026-09-19T22:41:00,ATM-Z008-01,True
CYB-2026-10458,Z001,2026-09-24T22:25:00,ATM-Z001-06,True
CYB-2026-10459,Z005,2026-09-10T15:11:00,ATM-Z005-06,True
CYB-2026-10460,Z004,2026-09-24T23:16:00,ATM-Z004-02,True
CYB-2026-10461,Z003,2026-09-20T13:32:00,ATM-Z003-05,True
CYB-2026-10462,Z018,2026-09-22T02:22:00,ATM-Z018-04,True
CYB-2026-10463,Z005,2026-09-23T13:04:00,ATM-Z005-06,False
CYB-2026-10464,Z015,2026-09-02T18:37:00,ATM-Z015-04,False
CYB-2026-10465,Z013,2026-09-07T18:23:00,ATM-Z013-03,True
CYB-2026-10466,Z009,2026-09-18T12:06:00,ATM-Z009-04,True
CYB-2026-10467,Z000,2026-09-21T10:21:00,ATM-Z000-02,True
CYB-2026-10468,Z013,2026-09-27T13:24:00,ATM-Z013-01,True
CYB-2026-10469,Z010,2026-09-15T20:29:00,ATM-Z010-05,True
CYB-2026-10470,Z003,2026-09-05T11:20:00,ATM-Z003-03,True
CYB-2026-10471,Z008,2026-09-03T15:08:00,ATM-Z008-04,True
CYB-2026-10472,Z000,2026-09-23T07:14:00,ATM-Z000-05,True
CYB-2026-10473,Z005,2026-09-15T03:34:00,ATM-Z005-05,True
CYB-2026-10474,Z012,2026-09-21T20:05:00,ATM-Z012-06,True
CYB-2026-10475,Z009,2026-09-30T02:50:00,ATM-Z009-06,True
CYB-2026-10476,Z002,2026-09-10T21:00:00,ATM-Z002-06,True
CYB-2026-10477,Z001,2026-09-17T08:14:00,ATM-Z001-06,True
CYB-2026-10478,Z003,2026-09-10T01:48:00,ATM-Z003-02,True
CYB-2026-10479,Z006,2026-09-13T02:51:00,ATM-Z006-03,True
CYB-2026-10480,Z015,2026-09-13T18:37:00,ATM-Z015-01,True
CYB-2026-10481,Z000,2026-09-11T12:43:00,ATM-Z000-04,True
CYB-2026-10482,Z010,2026-09-29T19:25:00,ATM-Z010-02,True
CYB-2026-10483,Z010,2026-09-29T11:46:00,ATM-Z010-03,True
CYB-2026-10484,Z019,2026-09-04T07:38:00,ATM-Z019-06,True
CYB-2026-10485,Z001,2026-09-21T22:33:00,ATM-Z001-03,True
CYB-2026-10486,Z008,2026-09-29T13:46:00,ATM-Z008-05,True
CYB-2026-10487,Z005,2026-09-07T23:40:00,ATM-Z005-03,False
CYB-2026-10488,Z008,2026-09-22T14:48:00,ATM-Z008-05,False
CYB-2026-10489,Z015,2026-09-16T08:21:00,ATM-Z015-02,False
CYB-2026-10490,Z005,2026-09-11T05:33:00,ATM-Z005-03,True
CYB-2026-10491,Z009,2026-09-18T07:05:00,ATM-Z009-02,False
CYB-2026-10492,Z008,2026-09-07T03:51:00,ATM-Z008-04,True
CYB-2026-10493,Z015,2026-09-22T21:08:00,ATM-Z015-03,False
CYB-2026-10494,Z003,2026-09-07T09:35:00,ATM-Z003-03,True
CYB-2026-10495,Z003,2026-09-13T16:53:00,ATM-Z003-01,True
CYB-2026-10496,Z012,2026-09-10T10:01:00,ATM-Z012-04,True
CYB-2026-10497,Z013,2026-10-01T03:11:00,ATM-Z013-04,True
CYB-2026-10498,Z008,2026-09-16T19:28:00,ATM-Z008-06,False
CYB-2026-10499,Z000,2026-09-17T10:11:00,ATM-Z000-02,False
CYB-2026-10500,Z002,2026-09-27T05:16:00,ATM-Z002-02,False
CYB-2026-10501,Z000,2026-09-28T17:52:00,ATM-Z000-05,False
CYB-2026-10502,Z000,2026-09-18T01:25:00,ATM-Z000-04,True
CYB-2026-10503,Z002,2026-09-18T23:35:00,ATM-Z002-06,True
CYB-2026-10504,Z008,2026-09-10T14:09:00,ATM-Z008-02,True
CYB-2026-10505,Z004,2026-09-29T10:22:00,ATM-Z004-06,True
CYB-2026-10506,Z001,2026-09-11T03:34:00,ATM-Z001-02,False
CYB-2026-10507,Z013,2026-09-03T07:18:00,ATM-Z013-04,False
CYB-2026-10508,Z002,2026-09-06T15:22:00,ATM-Z002-04,False
CYB-2026-10509,Z000,2026-09-01T19:10:00,ATM-Z000-06,True
CYB-2026-10510,Z000,2026-09-05T22:48:00,ATM-Z000-01,True
CYB-2026-10511,Z000,2026-09-16T14:48:00,ATM-Z000-01,True
CYB-2026-10512,Z008,2026-09-26T21:06:00,ATM-Z008-02,True
CYB-2026-10513,Z001,2026-10-01T05:11:00,ATM-Z001-05,True
CYB-2026-10514,Z015,2026-09-18T23:03:00,ATM-Z015-01,True
CYB-2026-10515,Z013,2026-09-21T17:18:00,ATM-Z013-02,True
CYB-2026-10516,Z009,2026-09-10T14:44:00,ATM-Z009-03,True
CYB-2026-10517,Z006,2026-09-16T09:22:00,ATM-Z006-02,True
CYB-2026-10518,Z001,2026-09-04T05:17:00,ATM-Z001-02,True
CYB-2026-10519,Z015,2026-09-22T15:03:00,ATM-Z015-02,True
CYB-2026-10520,Z015,2026-09-24T07:38:00,ATM-Z015-03,True
CYB-2026-10521,Z000,2026-09-23T03:34:00,ATM-Z000-06,True
CYB-2026-10522,Z015,2026-09-19T18:22:00,ATM-Z015-06,True
CYB-2026-10523,Z005,2026-09-23T12:10:00,ATM-Z005-03,True
CYB-2026-10524,Z005,2026-09-07T23:33:00,ATM-Z005-02,True
CYB-2026-10525,Z008,2026-09-20T17:57:00,ATM-Z008-06,True
CYB-2026-10526,Z003,2026-09-01T14:36:00,ATM-Z003-05,True
CYB-2026-10527,Z008,2026-09-27T02:38:00,ATM-Z008-01,False
CYB-2026-10528,Z008,2026-09-06T23:14:00,ATM-Z008-05,True
CYB-2026-10529,Z009,2026-09-23T10:12:00,ATM-Z009-05,False
CYB-2026-10530,Z013,2026-09-13T23:58:00,ATM-Z013-06,True
CYB-2026-10531,Z003,2026-09-16T02:40:00,ATM-Z003-05,False
CYB-2026-10532,Z006,2026-09-24T22:51:00,ATM-Z006-06,True
CYB-2026-10533,Z008,2026-09-10T22:17:00,ATM-Z008-06,True
CYB-2026-10534,Z001,2026-09-06T21:42:00,ATM-Z001-06,True
CYB-2026-10535,Z010,2026-09-21T04:00:00,ATM-Z010-02,True
CYB-2026-10536,Z007,2026-09-27T15:13:00,ATM-Z007-05,True
CYB-2026-10537,Z002,2026-09-19T06:29:00,ATM-Z002-05,True
CYB-2026-10538,Z012,2026-09-06T21:53:00,ATM-Z012-06,False
CYB-2026-10539,Z005,2026-09-11T12:27:00,ATM-Z005-04,True
CYB-2026-10540,Z010,2026-09-14T04:15:00,ATM-Z010-04,True
CYB-2026-10541,Z005,2026-09-07T21:56:00,ATM-Z005-05,True
CYB-2026-10542,Z013,2026-09-21T00:26:00,ATM-Z013-06,True
CYB-2026-10543,Z001,2026-10-01T06:11:00,ATM-Z001-02,False
CYB-2026-10544,Z013,2026-09-27T08:27:00,ATM-Z013-04,True
CYB-2026-10545,Z001,2026-09-19T04:38:00,ATM-Z001-04,True
CYB-2026-10546,Z001,2026-09-03T00:50:00,ATM-Z001-05,False
CYB-2026-10547,Z012,2026-09-09T02:14:00,ATM-Z012-04,True
CYB-2026-10548,Z010,2026-09-17T07:06:00,ATM-Z010-02,True
CYB-2026-10549,Z010,2026-09-26T10:00:00,ATM-Z010-01,True
CYB-2026-10550,Z005,2026-09-20T15:27:00,ATM-Z005-05,False
CYB-2026-10551,Z006,2026-09-15T16:17:00,ATM-Z006-06,False
CYB-2026-10552,Z008,2026-09-13T20:13:00,ATM-Z008-03,True
CYB-2026-10553,Z010,2026-09-05T18:47:00,ATM-Z010-06,True
CYB-2026-10554,Z005,2026-10-01T05:11:00,ATM-Z005-04,True
CYB-2026-10555,Z008,2026-09-20T19:39:00,ATM-Z008-01,True
CYB-2026-10556,Z008,2026-09-24T11:42:00,ATM-Z008-06,True
CYB-2026-10557,Z010,2026-09-29T00:27:00,ATM-Z010-04,False
CYB-2026-10558,Z000,2026-09-16T15:36:00,ATM-Z000-03,True
CYB-2026-10559,Z005,2026-09-24T17:47:00,ATM-Z005-03,False
CYB-2026-10560,Z015,2026-09-23T17:26:00,ATM-Z015-03,False
CYB-2026-10561,Z015,2026-10-01T03:37:00,ATM-Z015-04,True
CYB-2026-10562,Z009,2026-09-02T17:56:00,ATM-Z009-01,True
CYB-2026-10563,Z000,2026-09-08T08:40:00,ATM-Z000-03,False
CYB-2026-10564,Z000,2026-09-20T18:58:00,ATM-Z000-02,True
CYB-2026-10565,Z008,2026-09-10T08:13:00,ATM-Z008-01,True
CYB-2026-10566,Z012,2026-09-15T05:19:00,ATM-Z012-02,True
CYB-2026-10567,Z002,2026-09-09T12:54:00,ATM-Z002-02,False
CYB-2026-10568,Z008,2026-09-17T22:25:00,ATM-Z008-03,False
CYB-2026-10569,Z009,2026-09-10T21:03:00,ATM-Z009-06,False
CYB-2026-10570,Z004,2026-09-10T00:05:00,ATM-Z004-02,True
CYB-2026-10571,Z001,2026-09-07T03:32:00,ATM-Z001-05,True
CYB-2026-10572,Z001,2026-09-08T19:13:00,ATM-Z001-04,True
CYB-2026-10573,Z000,2026-09-25T03:54:00,ATM-Z000-03,False
CYB-2026-10574,Z006,2026-09-13T21:35:00,ATM-Z006-06,True
CYB-2026-10575,Z008,2026-09-07T11:08:00,ATM-Z008-05,True
CYB-2026-10576,Z015,2026-09-11T08:34:00,ATM-Z015-02,True
CYB-2026-10577,Z004,2026-09-09T21:25:00,ATM-Z004-06,True
CYB-2026-10578,Z005,2026-09-01T19:40:00,ATM-Z005-01,True
CYB-2026-10579,Z009,2026-09-25T23:18:00,ATM-Z009-02,False
CYB-2026-10580,Z012,2026-09-13T10:11:00,ATM-Z012-02,False
CYB-2026-10581,Z007,2026-09-18T20:22:00,ATM-Z007-01,True
CYB-2026-10582,Z008,2026-09-20T19:26:00,ATM-Z008-06,True
CYB-2026-10583,Z009,2026-09-04T20:12:00,ATM-Z009-06,True
CYB-2026-10584,Z013,2026-09-30T06:48:00,ATM-Z013-05,True
CYB-2026-10585,Z001,2026-09-11T06:38:00,ATM-Z001-02,False
CYB-2026-10586,Z006,2026-09-26T08:39:00,ATM-Z006-06,False
CYB-2026-10587,Z010,2026-09-04T15:31:00,ATM-Z010-04,False
CYB-2026-10588,Z001,2026-09-22T16:15:00,ATM-Z001-05,False
CYB-2026-10589,Z007,2026-09-20T14:20:00,ATM-Z007-02,True
CYB-2026-10590,Z013,2026-09-28T19:36:00,ATM-Z013-01,False
CYB-2026-10591,Z002,2026-09-28T19:37:00,ATM-Z002-01,True
CYB-2026-10592,Z015,2026-09-03T09:54:00,ATM-Z015-02,True
CYB-2026-10593,Z003,2026-09-16T08:54:00,ATM-Z003-01,False
CYB-2026-10594,Z005,2026-09-22T08:38:00,ATM-Z005-03,True
CYB-2026-10595,Z007,2026-09-03T02:58:00,ATM-Z007-05,True
CYB-2026-10596,Z001,2026-09-23T23:32:00,ATM-Z001-04,True
CYB-2026-10597,Z015,2026-09-30T22:11:00,ATM-Z015-06,False
CYB-2026-10598,Z002,2026-09-26T19:13:00,ATM-Z002-04,True
CYB-2026-10599,Z015,2026-09-06T07:01:00,ATM-Z015-02,True
CYB-2026-10600,Z006,2026-09-30T10:19:00,ATM-Z006-01,True
CYB-2026-10601,Z005,2026-09-20T12:31:00,ATM-Z005-04,True
CYB-2026-10602,Z009,2026-09-13T01:42:00,ATM-Z009-03,True
CYB-2026-10603,Z015,2026-09-22T23:56:00,ATM-Z015-03,False
CYB-2026-10604,Z005,2026-09-19T18:28:00,ATM-Z005-01,False
CYB-2026-10605,Z006,2026-09-20T10:23:00,ATM-Z006-01,True
CYB-2026-10606,Z000,2026-09-22T00:58:00,ATM-Z000-03,False
CYB-2026-10607,Z003,2026-09-08T16:42:00,ATM-Z003-01,True
CYB-2026-10608,Z003,2026-09-06T02:22:00,ATM-Z003-04,True
CYB-2026-10609,Z001,2026-09-19T06:42:00,ATM-Z001-01,True
CYB-2026-10610,Z015,2026-09-02T19:55:00,ATM-Z015-06,True
CYB-2026-10611,Z000,2026-09-27T13:47:00,ATM-Z000-01,True
CYB-2026-10612,Z008,2026-09-29T20:05:00,ATM-Z008-01,True
CYB-2026-10613,Z006,2026-09-21T22:40:00,ATM-Z006-06,False
CYB-2026-10614,Z002,2026-09-07T19:07:00,ATM-Z002-01,True
CYB-2026-10615,Z005,2026-09-10T18:17:00,ATM-Z005-02,True
CYB-2026-10616,Z006,2026-09-28T21:16:00,ATM-Z006-05,False
CYB-2026-10617,Z010,2026-09-08T04:32:00,ATM-Z010-03,True
CYB-2026-10618,Z001,2026-09-17T03:21:00,ATM-Z001-01,True
CYB-2026-10619,Z012,2026-09-15T11:52:00,ATM-Z012-03,True
CYB-2026-10620,Z013,2026-09-21T17:15:00,ATM-Z013-02,False
CYB-2026-10621,Z001,2026-09-18T04:30:00,ATM-Z001-01,True
CYB-2026-10622,Z013,2026-09-10T22:50:00,ATM-Z013-04,True
CYB-2026-10623,Z009,2026-09-10T07:56:00,ATM-Z009-01,True
CYB-2026-10624,Z012,2026-09-03T01:31:00,ATM-Z012-04,False
CYB-2026-10625,Z008,2026-09-23T22:07:00,ATM-Z008-04,False
CYB-2026-10626,Z000,2026-09-09T23:15:00,ATM-Z000-03,False
CYB-2026-10627,Z008,2026-09-29T06:47:00,ATM-Z008-02,False
CYB-2026-10628,Z009,2026-09-05T02:14:00,ATM-Z009-01,True
CYB-2026-10629,Z012,2026-09-25T07:10:00,ATM-Z012-05,True
CYB-2026-10630,Z005,2026-09-09T20:04:00,ATM-Z005-04,True
CYB-2026-10631,Z007,2026-09-17T08:03:00,ATM-Z007-05,False
CYB-2026-10632,Z007,2026-09-23T17:30:00,ATM-Z007-01,True
CYB-2026-10633,Z005,2026-09-04T07:11:00,ATM-Z005-03,True
CYB-2026-10634,Z005,2026-09-28T09:53:00,ATM-Z005-03,True
CYB-2026-10635,Z002,2026-09-09T18:58:00,ATM-Z002-05,True
CYB-2026-10636,Z007,2026-09-27T19:19:00,ATM-Z007-01,True
CYB-2026-10637,Z009,2026-09-16T13:21:00,ATM-Z009-05,True
CYB-2026-10638,Z010,2026-09-23T08:26:00,ATM-Z010-06,True
CYB-2026-10639,Z012,2026-09-10T18:46:00,ATM-Z012-03,True
CYB-2026-10640,Z000,2026-09-27T15:22:00,ATM-Z000-04,True
CYB-2026-10641,Z003,2026-09-14T10:54:00,ATM-Z003-03,False
CYB-2026-10642,Z002,2026-09-01T08:32:00,ATM-Z002-01,True
CYB-2026-10643,Z009,2026-09-12T15:10:00,ATM-Z009-03,True
CYB-2026-10644,Z009,2026-09-27T03:46:00,ATM-Z009-04,True
CYB-2026-10645,Z012,2026-09-02T11:19:00,ATM-Z012-05,True
CYB-2026-10646,Z008,2026-09-03T17:22:00,ATM-Z008-06,True
CYB-2026-10647,Z013,2026-09-03T17:18:00,ATM-Z013-02,True
CYB-2026-10648,Z009,2026-09-01T16:18:00,ATM-Z009-02,True
CYB-2026-10649,Z013,2026-09-13T02:47:00,ATM-Z013-05,True
CYB-2026-10650,Z010,2026-09-10T09:27:00,ATM-Z010-04,False
CYB-2026-10651,Z003,2026-09-22T04:28:00,ATM-Z003-04,True
CYB-2026-10652,Z006,2026-10-01T03:42:00,ATM-Z006-05,True
CYB-2026-10653,Z012,2026-10-01T06:01:00,ATM-Z012-01,True
CYB-2026-10654,Z006,2026-09-11T20:14:00,ATM-Z006-01,True
CYB-2026-10655,Z003,2026-09-02T23:46:00,ATM-Z003-05,False
CYB-2026-10656,Z003,2026-09-23T15:37:00,ATM-Z003-04,True
CYB-2026-10657,Z014,2026-09-16T18:49:00,ATM-Z014-01,True
CYB-2026-10658,Z006,2026-09-24T19:38:00,ATM-Z006-03,False
CYB-2026-10659,Z010,2026-09-12T07:22:00,ATM-Z010-03,False
CYB-2026-10660,Z000,2026-09-07T14:36:00,ATM-Z000-05,True
CYB-2026-10661,Z005,2026-09-13T13:56:00,ATM-Z005-05,True
CYB-2026-10662,Z007,2026-09-02T03:40:00,ATM-Z007-02,True
CYB-2026-10663,Z000,2026-09-12T02:32:00,ATM-Z000-01,False
CYB-2026-10664,Z008,2026-09-09T12:45:00,ATM-Z008-06,True
CYB-2026-10665,Z003,2026-09-11T08:37:00,ATM-Z003-02,True
CYB-2026-10666,Z010,2026-09-10T21:09:00,ATM-Z010-05,True
CYB-2026-10667,Z001,2026-09-04T00:15:00,ATM-Z001-01,True
CYB-2026-10668,Z002,2026-09-25T22:44:00,ATM-Z002-06,True
CYB-2026-10669,Z003,2026-09-06T06:25:00,ATM-Z003-02,True
CYB-2026-10670,Z002,2026-09-13T19:23:00,ATM-Z002-04,False
CYB-2026-10671,Z003,2026-09-23T04:51:00,ATM-Z003-06,False
CYB-2026-10672,Z002,2026-10-01T01:10:00,ATM-Z002-05,False
CYB-2026-10673,Z002,2026-09-04T18:48:00,ATM-Z002-06,True
CYB-2026-10674,Z003,2026-09-07T21:26:00,ATM-Z003-06,True
CYB-2026-10675,Z007,2026-09-27T18:01:00,ATM-Z007-05,True
CYB-2026-10676,Z000,2026-09-20T07:18:00,ATM-Z000-02,True
CYB-2026-10677,Z003,2026-09-11T20:50:00,ATM-Z003-04,True
CYB-2026-10678,Z000,2026-09-07T13:13:00,ATM-Z000-01,False
CYB-2026-10679,Z008,2026-09-13T08:06:00,ATM-Z008-03,False
CYB-2026-10680,Z003,2026-09-28T06:19:00,ATM-Z003-05,True
CYB-2026-10681,Z003,2026-09-05T02:43:00,ATM-Z003-04,True
CYB-2026-10682,Z012,2026-09-24T20:46:00,ATM-Z012-05,True
CYB-2026-10683,Z003,2026-09-14T08:22:00,ATM-Z003-02,False
CYB-2026-10684,Z002,2026-09-25T20:32:00,ATM-Z002-05,False
CYB-2026-10685,Z007,2026-09-14T17:38:00,ATM-Z007-02,True
CYB-2026-10686,Z007,2026-09-22T00:00:00,ATM-Z007-03,True
CYB-2026-10687,Z007,2026-09-09T21:39:00,ATM-Z007-05,False
CYB-2026-10688,Z015,2026-09-03T02:07:00,ATM-Z015-06,True
CYB-2026-10689,Z008,2026-09-26T00:59:00,ATM-Z008-03,True
CYB-2026-10690,Z001,2026-09-07T02:19:00,ATM-Z001-03,True
CYB-2026-10691,Z015,2026-09-20T16:27:00,ATM-Z015-02,True
CYB-2026-10692,Z005,2026-09-06T06:40:00,ATM-Z005-05,False
CYB-2026-10693,Z007,2026-09-24T21:21:00,ATM-Z007-02,True
CYB-2026-10694,Z002,2026-09-20T04:36:00,ATM-Z002-02,True
CYB-2026-10695,Z009,2026-09-05T04:37:00,ATM-Z009-03,True
CYB-2026-10696,Z012,2026-09-22T18:02:00,ATM-Z012-05,True
CYB-2026-10697,Z002,2026-09-11T11:30:00,ATM-Z002-02,True
CYB-2026-10698,Z015,2026-09-28T07:53:00,ATM-Z015-03,True
CYB-2026-10699,Z004,2026-09-02T23:07:00,ATM-Z004-05,True
CYB-2026-10700,Z005,2026-09-04T23:25:00,ATM-Z005-02,True
CYB-2026-10701,Z003,2026-09-03T00:55:00,ATM-Z003-03,False
CYB-2026-10702,Z004,2026-09-13T16:55:00,ATM-Z004-06,True
CYB-2026-10703,Z001,2026-09-15T17:14:00,ATM-Z001-03,False
CYB-2026-10704,Z012,2026-09-22T15:10:00,ATM-Z012-03,True
CYB-2026-10705,Z008,2026-09-12T22:29:00,ATM-Z008-06,True
CYB-2026-10706,Z019,2026-09-22T19:15:00,ATM-Z019-02,True
CYB-2026-10707,Z002,2026-09-15T23:40:00,ATM-Z002-01,False
CYB-2026-10708,Z015,2026-09-18T13:26:00,ATM-Z015-06,True
CYB-2026-10709,Z000,2026-09-06T18:23:00,ATM-Z000-04,True
CYB-2026-10710,Z016,2026-09-01T18:16:00,ATM-Z016-01,True
CYB-2026-10711,Z014,2026-09-23T01:29:00,ATM-Z014-04,True
CYB-2026-10712,Z000,2026-09-26T02:35:00,ATM-Z000-06,True
CYB-2026-10713,Z009,2026-09-05T17:32:00,ATM-Z009-01,False
CYB-2026-10714,Z012,2026-09-07T23:15:00,ATM-Z012-03,False
